,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
1009,mobile,ended,20.0,
1010,mobile,ended,76.0,
1011,mobile,ended,48.0,
1012,mobile,ended,31.0,
1013,mobile,ended,62.0,
1014,mobile,canceled,,
1015,mobile,ended,60.0,
1016,mobile,ended,203.0,
1017,connect,ended,35.0,
1018,mobile,ended,-23.0,
1019,connect,ended,-58.0,
1020,mobile,ended,62.0,
1022,mobile,ended,-201.0,
1023,mobile,ended,-159.0,
1024,mobile,ended,4.0,
1025,mobile,ended,21.0,
1026,mobile,ended,351.0,
1027,mobile,ended,4.0,
1028,connect,ended,-1.0,
1029,mobile,ended,322.0,
1030,mobile,ended,57.0,
1031,mobile,ended,38.0,
1032,mobile,ended,1151.0,
1033,mobile,canceled,,
1034,connect,canceled,,
1035,mobile,ended,38.0,
1036,mobile,ended,-11.0,
1037,mobile,ended,25.0,
1039,mobile,ended,151.0,
1040,mobile,ended,28.0,
1041,mobile,ended,16.0,
1042,mobile,ended,29.0,
1043,mobile,canceled,,
1044,mobile,ended,-40.0,
1045,mobile,ended,900.0,
1046,mobile,ended,3.0,
1047,connect,ended,-51.0,
1048,mobile,ended,-34.0,
1049,mobile,ended,385.0,
1050,mobile,ended,-126.0,
1051,mobile,canceled,,
1052,mobile,ended,11.0,
1053,mobile,ended,-124.0,
1054,mobile,ended,-889.0,
1055,mobile,ended,16.0,
1056,mobile,ended,-84.0,
1057,mobile,ended,11.0,
1059,mobile,ended,719.0,
1060,mobile,ended,66.0,
1061,mobile,ended,-169.0,
1062,mobile,ended,-47.0,
1063,mobile,ended,,
1064,mobile,ended,235.0,
1065,mobile,ended,,
1066,mobile,ended,48.0,
1067,connect,ended,186.0,240.0
1068,mobile,ended,38.0,
1069,mobile,ended,58.0,
1070,mobile,canceled,,
1071,mobile,ended,41.0,
1072,mobile,ended,-64.0,
1073,mobile,canceled,,
1074,mobile,ended,-53.0,
1075,connect,ended,-211.0,
1076,mobile,ended,28.0,
1077,mobile,ended,38.0,
1078,mobile,ended,,
1079,mobile,canceled,,
1080,connect,canceled,,
1081,mobile,canceled,,
1082,connect,ended,22.0,
1083,connect,ended,-40.0,
1084,mobile,ended,,
1085,mobile,ended,-100.0,
1086,mobile,ended,7.0,
1087,mobile,ended,-24.0,
1089,mobile,ended,-47.0,
1090,mobile,canceled,,
1091,mobile,canceled,,
1092,mobile,ended,-17.0,
1093,mobile,ended,88.0,
1094,mobile,canceled,,
1095,mobile,canceled,,
1096,mobile,ended,273.0,
1097,mobile,ended,-17.0,
1098,mobile,ended,-114.0,
1099,mobile,ended,,
1100,connect,ended,54.0,
1101,mobile,ended,33.0,
1102,mobile,ended,-78.0,
1103,mobile,ended,-215.0,
1104,mobile,canceled,,
1105,connect,ended,485.0,
1106,connect,canceled,,630.0
1107,connect,ended,454.0,
1108,mobile,ended,-6.0,
1109,mobile,ended,-50.0,
1110,mobile,ended,8.0,
1111,mobile,ended,217.0,
1112,mobile,ended,67.0,
1113,mobile,ended,-6.0,
1114,mobile,ended,101.0,30.0
1115,mobile,ended,,
1116,mobile,ended,43.0,
1117,mobile,ended,-44.0,
1118,mobile,ended,128.0,
1119,mobile,ended,-125.0,
1120,mobile,canceled,,
1121,mobile,ended,,
1122,mobile,ended,72.0,
1123,mobile,ended,108.0,
1124,mobile,ended,131.0,
1125,mobile,canceled,,
1126,connect,ended,71.0,180.0
1127,mobile,ended,225.0,
1128,mobile,ended,377.0,
1129,connect,ended,-884.0,
1130,mobile,ended,6.0,
1131,mobile,ended,8.0,
1132,connect,ended,2.0,240.0
1133,mobile,ended,2.0,600.0
1134,connect,ended,4.0,
1135,mobile,ended,-3.0,
1136,mobile,ended,-33.0,
1137,mobile,ended,-79.0,
1138,mobile,ended,-79.0,
1139,connect,canceled,,
1140,connect,ended,12.0,
1141,mobile,ended,51.0,
1142,mobile,ended,,
1143,mobile,ended,-21.0,630.0
1144,mobile,canceled,,
1145,mobile,ended,-20.0,
1146,connect,canceled,,
1147,mobile,ended,19.0,
1148,mobile,canceled,,
1149,mobile,ended,13.0,
1150,mobile,canceled,,
1151,mobile,canceled,,
1152,mobile,canceled,,
1153,connect,canceled,,
1154,mobile,ended,-147.0,
1155,mobile,ended,41.0,
1156,mobile,ended,12.0,
1157,mobile,canceled,,120.0
1158,mobile,ended,240.0,
1159,mobile,ended,-54.0,
1160,mobile,ended,7.0,180.0
1161,connect,ended,27.0,270.0
1162,mobile,ended,6.0,
1163,mobile,canceled,,
1164,mobile,ended,343.0,
1165,mobile,ended,-9.0,
1166,mobile,canceled,,
1167,mobile,ended,54.0,
1168,mobile,ended,8.0,
1169,mobile,ended,8.0,
1170,mobile,ended,-79.0,
1171,connect,ended,69.0,
1172,connect,ended,-34.0,
1173,mobile,ended,-218.0,
1174,mobile,ended,10.0,
1175,mobile,ended,2.0,720.0
1176,connect,canceled,,
1177,mobile,ended,446.0,
1178,mobile,ended,259.0,
1179,mobile,ended,-9.0,
1180,mobile,ended,-94.0,
1181,mobile,ended,5.0,
1182,mobile,ended,3.0,
1183,mobile,ended,,
1184,connect,ended,,
1185,connect,canceled,,
1186,connect,ended,-788.0,
1187,mobile,ended,27.0,
1188,mobile,ended,-4.0,60.0
1189,mobile,ended,60.0,
1190,mobile,ended,92.0,
1191,mobile,ended,124.0,
1192,mobile,ended,51.0,
1193,mobile,ended,102.0,
1194,mobile,ended,16.0,
1195,mobile,ended,56.0,
1196,mobile,ended,28.0,
1197,mobile,ended,-47.0,
1198,mobile,ended,,
1199,connect,ended,11.0,
1200,mobile,ended,2.0,
1201,mobile,ended,1397.0,
1202,connect,ended,280.0,
1203,mobile,ended,,
1204,mobile,canceled,,
1205,connect,canceled,,
1206,mobile,ended,,
1207,connect,ended,-58.0,
1208,connect,ended,50.0,
1209,mobile,ended,50.0,
1210,mobile,ended,14.0,
1211,mobile,ended,-32.0,
1212,mobile,ended,41.0,
1213,mobile,canceled,,
1214,mobile,ended,-107.0,90.0
1215,mobile,ended,,
1216,mobile,canceled,,
1217,connect,ended,-1.0,
1218,mobile,ended,-56.0,
1219,mobile,canceled,,
1220,mobile,ended,,
1221,connect,ended,194.0,0.0
1222,mobile,ended,1017.0,
1223,mobile,ended,-6.0,
1224,mobile,ended,,
1225,mobile,ended,-3.0,
1226,mobile,ended,424.0,
1227,connect,ended,106.0,
1228,mobile,ended,1219.0,
1229,mobile,ended,1.0,
1230,mobile,ended,840.0,120.0
1231,mobile,ended,99.0,
1232,mobile,ended,51.0,
1233,connect,canceled,,
1234,mobile,ended,194.0,
1235,mobile,ended,236.0,
1236,mobile,canceled,,
1237,mobile,ended,-4.0,
1238,mobile,canceled,,
1239,mobile,ended,6.0,
1240,mobile,ended,-14.0,
1241,mobile,ended,130.0,
1242,mobile,ended,7.0,
1243,mobile,ended,55.0,
1244,mobile,ended,-24.0,
1245,connect,ended,254.0,
1246,mobile,ended,-6.0,
1247,mobile,ended,-25.0,
1248,mobile,ended,-280.0,
1249,mobile,ended,302.0,
1250,mobile,ended,-18.0,
1251,mobile,canceled,,
1252,mobile,ended,15.0,
1253,connect,canceled,,
1254,mobile,ended,-3.0,
1255,mobile,ended,,
1256,mobile,ended,,
1257,mobile,ended,-90.0,
1258,mobile,ended,-14.0,
1259,mobile,ended,-37.0,
1260,mobile,canceled,,
1261,mobile,ended,28.0,
1262,mobile,canceled,,
1263,mobile,ended,14.0,
1264,mobile,canceled,,
1265,mobile,ended,274.0,
1266,mobile,ended,7.0,
1267,mobile,canceled,,
1268,mobile,ended,-32.0,
1269,connect,ended,42.0,120.0
1270,mobile,ended,69.0,
1271,mobile,ended,116.0,
1272,mobile,ended,64.0,
1273,mobile,ended,23.0,0.0
1274,mobile,canceled,,
1275,mobile,ended,-26.0,
1276,mobile,ended,-83.0,
1277,mobile,ended,102.0,
1278,mobile,ended,78.0,
1279,connect,ended,-82.0,0.0
1280,connect,ended,-324.0,
1281,connect,ended,6.0,
1282,mobile,ended,72.0,
1283,mobile,ended,12.0,
1284,connect,ended,49.0,
1285,mobile,ended,-7.0,30.0
1286,mobile,ended,14.0,150.0
1287,mobile,ended,5.0,
1288,mobile,canceled,,
1289,mobile,canceled,,
1290,mobile,ended,103.0,
1291,mobile,ended,-104.0,
1292,mobile,ended,,
1293,mobile,ended,,
1294,mobile,canceled,,
1295,mobile,ended,,
1296,mobile,ended,-78.0,
1297,mobile,canceled,,
1298,mobile,ended,13.0,
1299,mobile,canceled,,
1300,connect,ended,40.0,90.0
1301,mobile,canceled,,
1302,mobile,ended,,
1303,mobile,ended,29.0,
1304,mobile,canceled,,
1305,mobile,ended,-104.0,
1306,mobile,ended,-7.0,
1307,mobile,ended,-20.0,
1308,mobile,ended,,
1309,mobile,ended,20.0,
1310,mobile,ended,-50.0,660.0
1311,mobile,ended,153.0,
1312,mobile,canceled,,
1313,mobile,ended,-45.0,
1314,connect,canceled,,
1315,connect,canceled,,
1316,mobile,ended,92.0,
1317,mobile,canceled,,
1318,mobile,ended,8.0,
1319,connect,ended,12.0,
1320,mobile,ended,-66.0,
1321,mobile,ended,-45.0,
1322,mobile,ended,55.0,
1323,mobile,ended,-39.0,
1324,mobile,canceled,,
1325,connect,canceled,,
1326,mobile,canceled,,180.0
1327,connect,ended,76.0,480.0
1328,mobile,ended,-264.0,
1329,mobile,ended,-6.0,
1330,mobile,ended,77.0,
1331,mobile,ended,5.0,
1332,mobile,ended,-136.0,
1333,mobile,ended,-24.0,
1334,mobile,ended,6.0,
1335,mobile,ended,-19.0,
1336,mobile,ended,23.0,
1337,mobile,ended,0.0,
1338,mobile,ended,39.0,
1339,mobile,canceled,,
1340,mobile,ended,79.0,
1341,mobile,ended,73.0,
1342,connect,ended,-972.0,60.0
1343,mobile,ended,,
1344,connect,ended,29.0,
1345,mobile,ended,18.0,0.0
1346,mobile,ended,205.0,60.0
1347,mobile,ended,96.0,
1348,mobile,canceled,,
1349,mobile,ended,64.0,
1350,connect,ended,-221.0,480.0
1351,mobile,ended,407.0,
1352,mobile,ended,327.0,
1353,connect,ended,,
1354,connect,ended,13.0,
1355,mobile,ended,-7.0,
1356,mobile,ended,205.0,60.0
1357,mobile,ended,20.0,
1358,connect,canceled,,
1359,mobile,ended,-30.0,
1360,mobile,ended,,
1361,mobile,ended,4.0,
1362,mobile,ended,103.0,
1363,mobile,ended,-19.0,
1364,mobile,ended,-35.0,
1365,mobile,canceled,,
1366,mobile,ended,,
1367,mobile,ended,36.0,
1368,mobile,ended,-29.0,
1369,connect,ended,-11.0,
1370,connect,ended,-59.0,
1371,mobile,ended,-115.0,
1372,mobile,ended,-144.0,60.0
1373,mobile,ended,-111.0,
1374,mobile,ended,422.0,
1375,mobile,ended,4.0,
1376,mobile,ended,312.0,
1378,mobile,ended,,
1379,connect,ended,122.0,
1380,mobile,ended,-5.0,
1381,connect,ended,,240.0
1382,mobile,canceled,,
1383,connect,ended,-5.0,
1384,connect,ended,-135.0,
1385,mobile,ended,13.0,
1386,mobile,ended,594.0,0.0
1387,mobile,ended,,
1388,mobile,canceled,,
1389,mobile,ended,20.0,
1390,mobile,ended,33.0,
1391,connect,canceled,,
1392,connect,ended,-42.0,
1393,mobile,ended,37.0,
1394,mobile,ended,58.0,
1395,connect,ended,-27.0,
1396,mobile,ended,126.0,
1397,mobile,ended,5.0,
1398,mobile,ended,-43.0,
1399,connect,ended,-44.0,
1400,mobile,ended,85.0,
1401,connect,ended,-77.0,690.0
1402,mobile,ended,-109.0,
1403,mobile,ended,-1.0,
1404,mobile,ended,9.0,
1405,mobile,ended,-15.0,
1406,mobile,ended,101.0,
1407,mobile,ended,6.0,
1408,mobile,ended,26.0,
1409,mobile,ended,31.0,
1410,mobile,ended,82.0,
1411,mobile,ended,-23.0,
1412,mobile,ended,37.0,
1413,mobile,ended,-48.0,510.0
1414,connect,ended,72.0,720.0
1415,mobile,ended,262.0,
1416,mobile,ended,89.0,
1417,mobile,ended,-155.0,
1418,connect,ended,13.0,
1419,mobile,ended,-1418.0,
1420,connect,ended,11.0,
1421,connect,canceled,,
1422,mobile,canceled,,
1423,mobile,ended,0.0,
1424,mobile,ended,167.0,
1425,mobile,ended,,
1426,mobile,ended,-8.0,330.0
1428,mobile,canceled,,
1429,mobile,canceled,,
1430,mobile,ended,-6.0,
1431,connect,ended,4.0,
1432,mobile,ended,-89.0,
1433,mobile,ended,-77.0,
1434,mobile,ended,-178.0,
1435,connect,ended,-130.0,
1436,mobile,ended,-22.0,
1437,mobile,ended,,
1438,mobile,ended,16.0,
1439,mobile,ended,-12.0,
1440,mobile,canceled,,
1441,mobile,ended,19.0,
1442,mobile,ended,146.0,
1443,mobile,ended,352.0,
1444,mobile,ended,-4.0,
1445,mobile,ended,71.0,
1446,connect,ended,-125.0,
1448,mobile,ended,22.0,
1449,mobile,ended,,
1450,mobile,ended,-311.0,
1451,mobile,ended,859.0,
1452,mobile,ended,,
1453,mobile,ended,-85.0,
1454,mobile,ended,-60.0,
1455,connect,canceled,,
1456,mobile,canceled,,
1457,mobile,ended,,
1458,connect,canceled,,
1459,mobile,ended,-10.0,
1460,mobile,ended,136.0,
1461,mobile,ended,-83.0,
1462,mobile,canceled,,
1463,mobile,canceled,,
1464,mobile,ended,78.0,
1465,mobile,ended,49.0,
1466,mobile,ended,15.0,
1467,mobile,ended,-47.0,
1468,mobile,ended,26.0,
1469,mobile,ended,187.0,
1470,connect,ended,27.0,
1471,mobile,ended,-2.0,660.0
1472,mobile,ended,-172.0,
1473,mobile,canceled,,
1474,mobile,ended,131.0,
1475,mobile,ended,65.0,
1476,mobile,ended,14.0,
1477,mobile,ended,-75.0,
1478,mobile,ended,96.0,
1479,mobile,canceled,,
1480,mobile,ended,137.0,
1481,mobile,ended,-12.0,
1482,mobile,ended,-50.0,
1483,mobile,ended,-343.0,
1484,mobile,ended,-71.0,
1485,mobile,ended,-6.0,
1486,mobile,ended,15.0,
1487,connect,ended,128.0,
1488,mobile,ended,-92.0,
1489,mobile,ended,-3.0,
1490,mobile,ended,209.0,
1491,mobile,canceled,,120.0
1492,mobile,ended,-136.0,
1493,mobile,ended,63.0,
1494,mobile,ended,-87.0,
1495,mobile,ended,-885.0,
1496,mobile,ended,-25.0,
1497,mobile,ended,,
1498,mobile,ended,1038.0,
1499,mobile,ended,,
1500,connect,ended,1.0,
1501,mobile,ended,-8.0,
1502,mobile,ended,7.0,
1503,mobile,ended,74.0,
1504,mobile,ended,5.0,
1505,mobile,ended,,
1506,mobile,ended,-52.0,
1507,mobile,ended,128.0,
1508,mobile,ended,11.0,
1509,mobile,ended,508.0,
1510,mobile,ended,-178.0,
1511,connect,ended,346.0,
1512,mobile,ended,1133.0,
1513,mobile,ended,69.0,60.0
1514,mobile,ended,735.0,
1516,mobile,ended,14.0,120.0
1517,mobile,ended,1057.0,
1518,mobile,canceled,,
1519,connect,ended,137.0,
1520,mobile,ended,144.0,
1521,mobile,ended,-59.0,120.0
1522,mobile,ended,22.0,
1523,mobile,ended,588.0,
1524,mobile,ended,-41.0,
1525,mobile,ended,88.0,
1526,mobile,ended,,
1527,mobile,canceled,,180.0
1528,mobile,ended,9.0,
1529,mobile,canceled,,
1530,mobile,ended,-57.0,
1531,mobile,ended,121.0,
1532,mobile,ended,109.0,
1533,mobile,ended,26.0,
1534,connect,canceled,,
1535,mobile,ended,34.0,
1536,mobile,ended,95.0,
1537,connect,ended,-4.0,
1538,connect,canceled,,
1540,mobile,canceled,,
1541,mobile,ended,,
1542,mobile,ended,-65.0,
1543,mobile,ended,31.0,0.0
1544,mobile,ended,-105.0,
1545,mobile,ended,-321.0,
1546,mobile,ended,,
1547,mobile,ended,175.0,
1548,mobile,ended,258.0,
1549,connect,ended,-257.0,
1550,mobile,ended,-87.0,
1551,mobile,ended,-115.0,
1552,connect,ended,28.0,
1553,mobile,ended,-34.0,
1554,mobile,ended,,
1555,connect,ended,-6.0,
1556,mobile,ended,17.0,
1557,connect,ended,-5.0,
1558,mobile,ended,,
1559,mobile,ended,-95.0,270.0
1560,mobile,ended,14.0,
1561,mobile,ended,-1.0,
1562,mobile,ended,-534.0,
1563,mobile,ended,37.0,
1564,connect,canceled,,
1565,mobile,canceled,,
1566,mobile,ended,-20.0,
1567,mobile,canceled,,
1568,mobile,ended,67.0,
1569,mobile,ended,42.0,
1570,mobile,ended,-115.0,
1571,mobile,ended,-6.0,
1572,mobile,ended,,
1573,mobile,ended,-83.0,
1574,mobile,ended,-39.0,
1575,mobile,canceled,,
1576,mobile,ended,-2.0,
1577,mobile,ended,-95.0,
1578,mobile,ended,-74.0,0.0
1579,mobile,ended,,
1580,mobile,ended,86.0,
1581,connect,ended,88.0,
1582,mobile,ended,89.0,
1583,mobile,canceled,,
1584,connect,canceled,,
1585,connect,canceled,,
1586,connect,ended,-36.0,
1587,mobile,ended,18.0,
1588,mobile,ended,,
1589,mobile,ended,96.0,
1590,mobile,ended,-273.0,
1591,mobile,ended,-33.0,
1592,connect,ended,-3.0,
1593,mobile,ended,-23.0,
1594,mobile,ended,166.0,
1595,mobile,ended,-4.0,
1596,mobile,ended,,
1597,mobile,ended,228.0,
1598,mobile,ended,48.0,
1599,mobile,canceled,,
1600,mobile,ended,-153.0,
1601,mobile,ended,14.0,
1602,mobile,ended,-160.0,
1603,connect,ended,-43.0,
1604,mobile,canceled,,
1605,mobile,ended,-17.0,
1606,mobile,ended,7.0,
1607,mobile,ended,29.0,
1608,connect,ended,-38.0,
1609,mobile,canceled,,
1610,mobile,canceled,,
1611,mobile,ended,-14.0,
1612,mobile,ended,9.0,
1613,connect,ended,-128.0,
1614,mobile,ended,,
1615,mobile,canceled,,
1616,mobile,ended,-31.0,
1617,connect,ended,31.0,
1618,mobile,ended,38.0,
1619,connect,ended,-51.0,
1620,mobile,ended,9.0,
1621,mobile,ended,40.0,
1622,mobile,ended,5.0,
1623,connect,ended,-31.0,
1624,mobile,canceled,,
1625,connect,ended,-262.0,
1626,mobile,canceled,,30.0
1627,connect,canceled,,
1628,mobile,ended,,
1629,mobile,canceled,,
1630,mobile,ended,-105.0,120.0
1631,connect,canceled,,
1632,mobile,ended,-112.0,
1633,mobile,ended,518.0,
1634,mobile,ended,-74.0,
1635,connect,ended,115.0,
1636,mobile,ended,-84.0,
1637,mobile,canceled,,
1638,mobile,ended,801.0,
1639,connect,canceled,,
1640,mobile,ended,21.0,
1641,mobile,canceled,,
1642,mobile,canceled,,
1643,mobile,ended,18.0,
1644,mobile,ended,148.0,
1645,mobile,ended,-14.0,
1646,connect,ended,4.0,
1647,mobile,canceled,,
1648,connect,ended,155.0,
1649,mobile,ended,-32.0,
1650,mobile,ended,139.0,
1651,mobile,ended,47.0,
1652,mobile,ended,-778.0,
1653,mobile,ended,,
1654,connect,ended,-16.0,
1655,mobile,ended,91.0,
1657,connect,ended,227.0,
1658,mobile,ended,11.0,
1659,mobile,ended,-7.0,
1660,connect,ended,-161.0,
1661,mobile,ended,251.0,
1662,connect,ended,-25.0,
1663,connect,ended,,
1664,connect,canceled,,330.0
1665,connect,ended,-104.0,
1666,connect,ended,180.0,
1667,mobile,ended,,
1668,connect,ended,90.0,
1669,mobile,ended,-60.0,
1670,connect,ended,273.0,
1671,mobile,ended,2.0,
1672,mobile,canceled,,
1673,mobile,ended,-143.0,
1674,mobile,ended,,
1675,mobile,canceled,,
1676,connect,ended,-2.0,
1677,mobile,ended,5.0,
1678,mobile,ended,-2.0,
1679,connect,ended,-14.0,
1680,mobile,ended,34.0,
1681,mobile,ended,79.0,
1682,mobile,canceled,,
1683,mobile,ended,,
1684,mobile,ended,68.0,
1685,mobile,ended,-20.0,
1686,connect,ended,-556.0,
1687,mobile,ended,468.0,
1688,mobile,ended,-29.0,
1689,mobile,ended,172.0,
1690,mobile,ended,,
1691,connect,ended,57.0,
1692,mobile,ended,136.0,
1693,mobile,ended,-19.0,
1694,connect,ended,-56.0,
1695,mobile,ended,-43.0,
1696,mobile,canceled,,
1697,mobile,ended,14.0,
1698,mobile,canceled,,
1699,mobile,ended,856.0,
1700,mobile,ended,-58.0,
1701,mobile,canceled,,
1702,mobile,ended,37.0,
1703,mobile,canceled,,
1704,mobile,canceled,,
1705,mobile,ended,,
1706,mobile,ended,14.0,480.0
1707,mobile,canceled,,
1708,mobile,ended,-90.0,
1709,mobile,canceled,,
1710,mobile,ended,-87.0,
1711,mobile,canceled,,
1712,mobile,ended,98.0,
1713,mobile,ended,36.0,
1714,mobile,ended,86.0,
1715,mobile,ended,3.0,
1716,connect,ended,650.0,
1717,mobile,ended,35.0,
1718,mobile,canceled,,
1719,mobile,canceled,,
1720,connect,ended,-87.0,
1721,mobile,ended,-50.0,
1722,mobile,ended,-7.0,
1723,mobile,ended,-229.0,
1724,mobile,ended,,
1725,mobile,ended,155.0,
1726,mobile,ended,,
1727,mobile,ended,28.0,
1728,mobile,ended,,
1729,mobile,ended,-88.0,
1730,mobile,ended,65.0,
1731,mobile,ended,240.0,
1732,mobile,canceled,,
1733,connect,ended,-560.0,
1734,mobile,ended,0.0,
1735,mobile,ended,-3.0,
1737,mobile,ended,-18.0,
1738,mobile,ended,203.0,
1739,mobile,ended,179.0,
1740,mobile,ended,-80.0,
1741,mobile,ended,,
1742,mobile,ended,26.0,
1743,mobile,ended,157.0,
1744,mobile,ended,203.0,
1745,connect,canceled,,570.0
1746,mobile,ended,173.0,
1747,mobile,ended,1415.0,
1748,connect,ended,191.0,
1749,mobile,ended,-23.0,
1750,mobile,ended,78.0,
1751,mobile,ended,-373.0,
1752,mobile,ended,74.0,
1753,mobile,ended,27.0,90.0
1754,mobile,ended,93.0,
1755,connect,canceled,,
1756,mobile,ended,17.0,
1757,mobile,ended,26.0,
1758,mobile,ended,-4.0,
1760,mobile,ended,69.0,
1761,mobile,ended,89.0,0.0
1762,mobile,ended,-39.0,
1763,connect,ended,144.0,
1764,mobile,canceled,,
1765,mobile,ended,6.0,
1766,connect,ended,63.0,
1767,mobile,ended,22.0,
1768,mobile,ended,64.0,
1769,mobile,ended,608.0,
1770,mobile,canceled,,
1771,mobile,ended,,
1772,mobile,ended,3.0,
1773,mobile,ended,-77.0,
1774,mobile,ended,7.0,300.0
1775,mobile,ended,527.0,120.0
1776,mobile,ended,25.0,
1777,mobile,ended,-220.0,
1778,connect,canceled,,0.0
1779,mobile,ended,51.0,
1780,connect,canceled,,
1781,connect,canceled,,720.0
1782,mobile,ended,,
1783,mobile,ended,-94.0,
1784,connect,ended,-162.0,
1785,connect,ended,-46.0,
1786,mobile,canceled,,
1788,mobile,ended,-55.0,
1789,mobile,ended,-45.0,
1790,connect,ended,-14.0,630.0
1791,mobile,ended,323.0,
1792,mobile,ended,13.0,
1793,mobile,ended,88.0,
1794,mobile,canceled,,
1795,mobile,canceled,,
1796,mobile,ended,26.0,
1797,mobile,canceled,,
1798,connect,ended,-79.0,
1799,connect,ended,59.0,630.0
1800,connect,ended,8.0,
1801,mobile,canceled,,
1802,mobile,ended,-9.0,120.0
1803,mobile,ended,-6.0,
1804,mobile,ended,-1.0,
1805,connect,canceled,,
1806,mobile,ended,99.0,
1807,mobile,ended,99.0,
1808,connect,ended,34.0,90.0
1809,mobile,ended,30.0,
1810,mobile,ended,-34.0,
1811,mobile,ended,164.0,
1812,mobile,ended,5.0,
1813,mobile,canceled,,
1814,connect,ended,-183.0,
1815,mobile,ended,,
1816,mobile,ended,735.0,
1817,mobile,ended,-48.0,
1818,mobile,canceled,,
1819,connect,ended,37.0,
1820,mobile,ended,456.0,
1821,mobile,ended,71.0,
1822,mobile,ended,1.0,
1823,mobile,ended,-40.0,
1824,mobile,ended,-14.0,
1825,mobile,ended,-38.0,
1826,mobile,ended,24.0,
1827,mobile,ended,-11.0,
1828,connect,ended,-22.0,
1829,mobile,ended,39.0,
1830,mobile,ended,37.0,
1831,connect,ended,60.0,
1832,mobile,ended,-20.0,
1833,mobile,ended,-127.0,
1834,mobile,ended,21.0,
1835,connect,ended,54.0,0.0
1836,mobile,canceled,,
1837,mobile,ended,-11.0,
1838,connect,ended,33.0,
1839,mobile,ended,31.0,
1840,mobile,ended,157.0,
1841,connect,ended,52.0,
1842,mobile,ended,-22.0,
1843,mobile,ended,86.0,
1844,mobile,ended,-18.0,
1845,mobile,ended,255.0,
1846,mobile,ended,-41.0,
1847,mobile,ended,21.0,
1848,connect,ended,188.0,
1849,mobile,ended,-2.0,
1850,mobile,ended,-4.0,
1851,mobile,ended,32.0,
1852,mobile,ended,84.0,
1853,mobile,canceled,,
1854,mobile,ended,-471.0,
1855,connect,canceled,,
1856,mobile,ended,141.0,
1857,mobile,ended,4.0,150.0
1858,mobile,ended,67.0,
1859,connect,canceled,,
1860,mobile,ended,11.0,
1861,connect,ended,5.0,
1862,mobile,canceled,,
1863,mobile,ended,36.0,
1864,mobile,ended,-7.0,
1865,mobile,ended,,
1866,mobile,ended,-1.0,
1867,mobile,ended,797.0,
1868,mobile,ended,-112.0,
1869,connect,ended,-36.0,
1870,mobile,ended,-69.0,
1871,mobile,ended,-22.0,
1872,connect,ended,17.0,
1873,mobile,ended,47.0,
1874,connect,ended,7.0,300.0
1875,mobile,ended,,
1876,mobile,canceled,,
1877,mobile,ended,3.0,
1878,mobile,canceled,,
1879,mobile,ended,241.0,
1880,connect,canceled,,
1881,connect,canceled,,
1882,mobile,ended,133.0,
1883,mobile,ended,870.0,
1884,mobile,ended,-13.0,
1885,mobile,ended,17.0,
1886,mobile,canceled,,
1887,mobile,ended,127.0,
1888,mobile,canceled,,
1889,connect,ended,,
1890,mobile,ended,-43.0,
1891,mobile,ended,-23.0,
1892,mobile,ended,-13.0,
1893,mobile,ended,-83.0,
1894,mobile,ended,42.0,
1895,mobile,ended,72.0,
1896,connect,ended,24.0,
1897,mobile,ended,5.0,
1898,mobile,ended,152.0,
1899,mobile,ended,,
1900,connect,ended,6.0,
1901,mobile,canceled,,
1902,mobile,canceled,,
1903,connect,ended,107.0,
