,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
16640,mobile,ended,22.0,
16641,mobile,ended,242.0,
16642,mobile,ended,173.0,
16643,mobile,ended,32.0,
16644,mobile,ended,4.0,
16645,mobile,ended,,
16646,mobile,ended,-57.0,
16647,connect,ended,-196.0,
16648,connect,ended,-20.0,
16649,connect,ended,-37.0,
16650,connect,ended,2.0,
16651,mobile,ended,-2.0,
16652,mobile,ended,77.0,300.0
16653,mobile,ended,-333.0,
16654,mobile,ended,-49.0,
16655,mobile,ended,10.0,
16656,mobile,ended,-13.0,
16657,connect,ended,20.0,
16658,mobile,ended,143.0,
16659,mobile,ended,-25.0,
16660,mobile,ended,-2.0,
16661,connect,ended,-105.0,
16662,mobile,ended,3.0,
16663,mobile,ended,92.0,
16664,mobile,ended,99.0,
16665,mobile,ended,-66.0,
16666,mobile,ended,-17.0,
16667,mobile,ended,37.0,
16668,mobile,ended,-308.0,
16669,mobile,ended,-16.0,
16670,mobile,ended,45.0,360.0
16671,mobile,ended,-3.0,
16672,mobile,ended,-85.0,
16673,mobile,ended,94.0,
16674,connect,ended,90.0,
16675,mobile,ended,-51.0,
16676,connect,ended,-21.0,
16677,mobile,ended,7.0,
16678,mobile,ended,-52.0,
16679,mobile,ended,-15.0,0.0
16680,mobile,ended,-1018.0,
16681,mobile,ended,-11.0,
16682,mobile,ended,-14.0,
16683,connect,ended,-85.0,
16684,connect,ended,-198.0,
16685,connect,ended,-34.0,240.0
16686,mobile,ended,49.0,
16687,connect,ended,40.0,
16688,connect,ended,38.0,
16689,mobile,ended,258.0,
16690,connect,ended,209.0,
16691,mobile,canceled,,
16692,mobile,ended,19.0,
16693,mobile,ended,6.0,
16694,mobile,ended,299.0,
16695,mobile,ended,104.0,
16696,mobile,ended,82.0,
16697,connect,ended,3.0,
16698,mobile,ended,,
16699,mobile,ended,14.0,
16700,mobile,ended,66.0,
16701,connect,ended,21.0,300.0
16702,mobile,ended,31.0,
16703,mobile,ended,-250.0,
16704,connect,canceled,,
16705,mobile,ended,20.0,
16706,mobile,ended,23.0,
16707,connect,ended,-130.0,
16708,mobile,canceled,,
16709,mobile,ended,88.0,
16710,connect,ended,-84.0,
16711,mobile,ended,1337.0,
16712,mobile,ended,-42.0,
16713,mobile,ended,-51.0,
16714,mobile,canceled,,
16715,mobile,ended,57.0,
16716,mobile,ended,-74.0,150.0
16717,mobile,ended,50.0,
16718,mobile,ended,-29.0,
16719,mobile,ended,76.0,
16720,mobile,canceled,,
16721,mobile,canceled,,
16722,mobile,ended,-36.0,
16723,mobile,ended,-4.0,
16724,mobile,ended,56.0,
16725,mobile,ended,1037.0,
16726,mobile,canceled,,
16727,mobile,ended,11.0,
16728,mobile,canceled,,
16729,mobile,ended,11.0,
16730,connect,canceled,,
16731,mobile,ended,-41.0,
16732,mobile,ended,91.0,
16733,mobile,canceled,,
16734,mobile,ended,25.0,
16735,mobile,ended,-225.0,
16736,mobile,ended,,
16737,mobile,ended,,660.0
16738,connect,ended,94.0,
16739,mobile,ended,-8.0,
16740,mobile,canceled,,
16741,mobile,ended,111.0,
16742,connect,ended,-125.0,
16743,mobile,ended,29.0,
16745,mobile,ended,-6.0,
16746,connect,ended,-579.0,720.0
16747,mobile,ended,320.0,
16748,connect,ended,30.0,
16749,mobile,ended,-35.0,
16750,mobile,ended,279.0,
16751,mobile,ended,-870.0,
16752,mobile,ended,64.0,
16753,mobile,ended,19.0,
16754,mobile,canceled,,
16755,mobile,ended,8.0,
16756,mobile,ended,668.0,
16757,mobile,ended,45.0,
16758,mobile,ended,-11.0,
16759,mobile,ended,47.0,
16760,mobile,ended,12.0,
16761,mobile,ended,-5.0,
16762,mobile,ended,-9.0,
16763,connect,ended,45.0,
16764,connect,ended,-77.0,
16765,connect,ended,-240.0,
16766,mobile,ended,72.0,
16767,mobile,canceled,,
16768,mobile,ended,95.0,
16769,mobile,ended,-67.0,
16770,mobile,ended,19.0,
16771,connect,canceled,,
16772,connect,ended,110.0,
16773,connect,ended,72.0,720.0
16774,mobile,ended,44.0,
16775,mobile,ended,61.0,
16776,mobile,ended,,
16777,mobile,ended,171.0,
16778,connect,canceled,,90.0
16779,mobile,ended,123.0,
16780,mobile,ended,,
16781,mobile,ended,-7.0,
16782,mobile,canceled,,
16783,connect,ended,-26.0,
16784,mobile,ended,,
16785,mobile,canceled,,60.0
16786,mobile,ended,-26.0,
16787,connect,ended,141.0,0.0
16788,mobile,ended,88.0,
16789,mobile,ended,16.0,
16790,connect,ended,-55.0,720.0
16791,mobile,ended,11.0,
16792,mobile,ended,34.0,
16793,connect,ended,18.0,
16794,mobile,ended,-33.0,
16795,mobile,ended,239.0,
16796,mobile,canceled,,
16797,mobile,ended,88.0,0.0
16798,mobile,ended,,
16799,mobile,ended,-99.0,
16800,mobile,ended,939.0,
16801,connect,canceled,,
16802,mobile,ended,65.0,
16803,connect,ended,1.0,
16804,connect,canceled,,
16805,mobile,ended,213.0,
16806,connect,ended,60.0,
16807,mobile,ended,0.0,270.0
16808,connect,canceled,,
16809,connect,ended,-71.0,
16810,mobile,ended,188.0,
16811,connect,ended,19.0,
16812,mobile,ended,,
16813,mobile,canceled,,
16814,mobile,ended,11.0,
16815,mobile,ended,,
16816,mobile,ended,83.0,
16817,mobile,ended,-339.0,
16818,connect,ended,2.0,
16819,connect,ended,16.0,
16820,connect,ended,17.0,
16821,mobile,ended,49.0,
16822,connect,canceled,,
16823,mobile,ended,101.0,90.0
16824,mobile,ended,75.0,
16825,mobile,ended,-106.0,
16826,mobile,canceled,,720.0
16827,mobile,ended,,
16828,connect,ended,,
16829,mobile,ended,,
16830,mobile,ended,-24.0,
16831,mobile,ended,119.0,
16832,mobile,ended,-9.0,
16833,mobile,ended,-97.0,
16834,mobile,ended,157.0,
16835,mobile,ended,,
16836,mobile,canceled,,
16837,mobile,canceled,,
16838,mobile,ended,106.0,
16839,connect,ended,-266.0,
16840,mobile,canceled,,
16841,connect,ended,104.0,180.0
16842,mobile,ended,,
16843,connect,canceled,,
16844,mobile,ended,198.0,
16845,mobile,canceled,,
16846,mobile,ended,-55.0,
16847,connect,ended,-404.0,720.0
16848,connect,canceled,,
16849,mobile,ended,84.0,
16850,mobile,ended,-22.0,0.0
16851,mobile,ended,,
16852,mobile,ended,-120.0,
16853,mobile,ended,-243.0,
16854,mobile,ended,,
16855,mobile,ended,-57.0,
16856,mobile,ended,576.0,
16857,mobile,ended,538.0,
16858,mobile,ended,30.0,
16859,connect,ended,23.0,
16860,mobile,ended,18.0,
16861,mobile,canceled,,
16862,mobile,canceled,,0.0
16863,mobile,ended,,
16864,mobile,ended,-56.0,
16865,mobile,ended,-20.0,
16866,mobile,ended,,
16867,connect,ended,-7.0,
16868,mobile,ended,-26.0,
16869,connect,ended,-17.0,
16870,connect,ended,75.0,120.0
16871,mobile,ended,,
16872,mobile,ended,47.0,
16873,mobile,ended,35.0,30.0
16874,connect,ended,-80.0,
16875,mobile,ended,,
16876,mobile,ended,28.0,
16877,mobile,ended,-2.0,
16878,connect,ended,6.0,0.0
16879,mobile,ended,10.0,
16880,mobile,ended,-102.0,
16881,mobile,ended,122.0,
16882,mobile,ended,-69.0,60.0
16883,connect,canceled,,
16884,mobile,ended,-3.0,
16885,mobile,ended,28.0,
16886,mobile,ended,177.0,
16887,mobile,ended,-183.0,
16888,mobile,ended,72.0,
16889,mobile,ended,-42.0,
16890,mobile,ended,-78.0,
16891,mobile,ended,,
16892,mobile,ended,,
16893,mobile,ended,2.0,30.0
16894,mobile,ended,92.0,
16895,connect,canceled,,
16896,connect,ended,-12.0,180.0
16897,mobile,ended,,
16898,mobile,ended,12.0,
16899,connect,ended,,
16900,mobile,ended,-376.0,
16901,connect,canceled,,
16902,mobile,ended,44.0,
16903,mobile,canceled,,
16904,mobile,ended,,
16905,connect,ended,97.0,180.0
16906,mobile,ended,82.0,
16907,mobile,ended,-23.0,
16908,mobile,ended,116.0,
16909,mobile,ended,15.0,
16910,mobile,ended,,0.0
16911,mobile,canceled,,
16912,mobile,ended,96.0,
16913,mobile,ended,346.0,
16914,mobile,ended,-24.0,
16915,connect,canceled,,
16916,mobile,canceled,,
16917,mobile,ended,245.0,
16918,mobile,ended,114.0,30.0
16919,mobile,ended,59.0,
16920,mobile,ended,39.0,600.0
16921,connect,ended,-310.0,
16922,mobile,ended,146.0,
16923,connect,ended,-57.0,
16925,connect,canceled,,
16926,mobile,ended,-101.0,
16927,mobile,ended,174.0,
16928,mobile,ended,-31.0,
16929,mobile,ended,-39.0,
16930,mobile,canceled,,
16931,mobile,ended,17.0,
16932,mobile,ended,127.0,
16933,connect,ended,15.0,
16934,mobile,canceled,,
16935,mobile,canceled,,
16936,mobile,ended,1.0,
16937,connect,ended,-85.0,
16939,connect,ended,45.0,
16940,connect,ended,-70.0,480.0
16941,mobile,ended,-63.0,
16942,mobile,ended,-4.0,
16943,mobile,ended,-202.0,
16944,connect,ended,127.0,30.0
16945,mobile,ended,2.0,120.0
16946,connect,ended,-93.0,
16947,mobile,ended,-9.0,
16948,mobile,ended,43.0,
16949,mobile,ended,23.0,
16950,mobile,ended,-15.0,
16951,connect,ended,-29.0,60.0
16952,mobile,ended,8.0,
16953,mobile,canceled,,
16954,connect,ended,-390.0,
16955,mobile,ended,,
16956,connect,ended,-45.0,
16957,mobile,ended,101.0,
16958,connect,ended,-17.0,720.0
16959,mobile,ended,-77.0,
16960,connect,canceled,,
16961,mobile,ended,596.0,
16962,mobile,ended,193.0,
16963,connect,canceled,,480.0
16964,mobile,ended,-437.0,
16965,mobile,ended,-22.0,
16966,mobile,ended,-53.0,
16967,mobile,ended,-26.0,
16968,mobile,ended,177.0,
16969,connect,canceled,,
16970,mobile,ended,8.0,
16971,mobile,ended,-9.0,
16972,mobile,ended,44.0,
16973,mobile,ended,30.0,
16974,connect,ended,134.0,
16975,mobile,ended,15.0,
16976,connect,ended,25.0,
16977,mobile,ended,21.0,60.0
16978,connect,ended,-117.0,
16979,mobile,ended,-60.0,
16981,connect,ended,408.0,
16982,mobile,ended,78.0,
16983,mobile,ended,-5.0,
16984,mobile,ended,90.0,
16985,mobile,ended,-29.0,
16986,mobile,ended,-1227.0,600.0
16987,mobile,canceled,,
16988,connect,canceled,,
16989,mobile,ended,-80.0,
16990,mobile,ended,,
16991,mobile,ended,5.0,
16992,mobile,ended,92.0,
16993,mobile,ended,148.0,
16994,mobile,ended,6.0,
16996,connect,ended,-84.0,
16997,connect,ended,15.0,
16998,mobile,ended,-158.0,
16999,mobile,ended,117.0,
17000,mobile,ended,52.0,
17001,mobile,ended,26.0,
17002,connect,ended,-211.0,
17003,mobile,ended,86.0,
17004,connect,ended,99.0,660.0
17005,mobile,ended,-18.0,
17006,mobile,ended,4.0,
17007,mobile,ended,130.0,
17008,mobile,ended,694.0,
17009,mobile,ended,25.0,
17010,connect,ended,41.0,
17011,mobile,ended,15.0,
17012,connect,ended,-168.0,
17013,mobile,canceled,,
17014,mobile,ended,-1.0,
17015,connect,canceled,,
17016,mobile,ended,41.0,
17017,mobile,ended,12.0,
17018,mobile,ended,-1203.0,
17019,connect,ended,43.0,
17020,mobile,ended,69.0,
17021,mobile,ended,,
17022,mobile,ended,39.0,
17023,connect,ended,-115.0,
17024,mobile,ended,-28.0,
17026,mobile,ended,6.0,
17027,mobile,canceled,,
17028,mobile,canceled,,
17029,mobile,ended,-10.0,
17030,mobile,ended,-30.0,
17031,mobile,canceled,,
17032,mobile,ended,5.0,
17033,mobile,ended,,
17034,mobile,canceled,,
17035,connect,ended,-6.0,
17036,mobile,ended,53.0,
17037,mobile,ended,121.0,
17038,mobile,ended,4.0,
17039,mobile,ended,-149.0,
17040,connect,ended,-38.0,
17041,mobile,ended,-2.0,
17042,mobile,ended,261.0,
17043,mobile,ended,463.0,120.0
17044,mobile,ended,-30.0,
17045,mobile,ended,-75.0,
17046,connect,ended,-40.0,
17047,connect,ended,136.0,
17048,connect,ended,-80.0,
17050,connect,ended,,
17051,mobile,ended,,
17052,mobile,ended,,
17053,mobile,ended,6.0,
17054,mobile,ended,-1336.0,
17055,mobile,ended,-41.0,600.0
17056,mobile,ended,13.0,
17057,mobile,ended,-25.0,
17058,connect,canceled,,
17059,mobile,ended,18.0,
17060,mobile,ended,48.0,
17061,mobile,ended,93.0,30.0
17062,mobile,canceled,,
17063,connect,ended,-113.0,540.0
17064,mobile,ended,,
17065,mobile,ended,-30.0,
17066,mobile,ended,9.0,
17067,mobile,ended,42.0,
17068,connect,canceled,,
17069,connect,canceled,,
17070,connect,canceled,,
17071,connect,ended,14.0,
17072,mobile,ended,264.0,
17073,connect,ended,-167.0,
17074,mobile,ended,-10.0,
17075,mobile,ended,145.0,
17076,mobile,ended,-367.0,
17077,mobile,ended,,
17078,mobile,ended,50.0,
17079,mobile,ended,-29.0,
17080,mobile,ended,138.0,
17081,mobile,ended,285.0,
17082,mobile,ended,50.0,
17083,mobile,ended,41.0,
17084,connect,ended,-109.0,
17085,mobile,ended,-247.0,
17086,mobile,ended,,
17087,mobile,ended,13.0,570.0
17088,mobile,ended,146.0,
17089,mobile,ended,-18.0,
17090,mobile,ended,-10.0,
17091,mobile,ended,302.0,
17092,mobile,ended,-71.0,
17093,mobile,canceled,,
17094,mobile,ended,16.0,
17095,mobile,ended,,
17096,mobile,ended,32.0,
17097,mobile,ended,6.0,
17098,mobile,ended,,
17099,mobile,ended,-6.0,
17100,mobile,ended,-56.0,
17101,mobile,ended,28.0,
17102,mobile,ended,7.0,
17103,mobile,ended,185.0,
17104,connect,ended,-67.0,
17105,mobile,ended,-15.0,
17106,mobile,ended,137.0,
17107,mobile,ended,24.0,
17108,mobile,ended,2.0,
17109,connect,ended,-21.0,600.0
17110,connect,canceled,,
17111,mobile,ended,-67.0,
17112,connect,ended,22.0,
17113,mobile,ended,86.0,
17114,mobile,ended,21.0,
17115,mobile,ended,-79.0,
17116,mobile,canceled,,
17117,connect,ended,-63.0,
17118,connect,ended,-16.0,
17119,mobile,canceled,,210.0
17120,mobile,ended,-119.0,120.0
17121,connect,ended,24.0,
17122,mobile,ended,406.0,
17123,mobile,ended,,
17124,mobile,canceled,,
17125,connect,ended,-11.0,
17126,mobile,ended,-7.0,
17127,mobile,ended,,
17128,mobile,ended,-21.0,
17129,connect,ended,-173.0,
17130,mobile,ended,6.0,
17131,mobile,ended,19.0,
17132,mobile,canceled,,
17133,mobile,ended,-36.0,
17134,mobile,canceled,,
17135,mobile,ended,1253.0,
17136,connect,ended,-36.0,
17137,mobile,canceled,,
17138,mobile,ended,-92.0,
17139,mobile,ended,43.0,
17140,mobile,ended,,
17141,connect,ended,-239.0,
17142,mobile,ended,79.0,
17143,mobile,canceled,,
17144,mobile,ended,,
17145,mobile,ended,-164.0,
17146,mobile,canceled,,
17147,mobile,canceled,,
17148,mobile,ended,140.0,
17149,mobile,ended,-34.0,
17150,mobile,canceled,,
17151,mobile,canceled,,600.0
17152,mobile,ended,-6.0,
17153,connect,ended,-218.0,
17154,mobile,ended,214.0,
17155,mobile,canceled,,
17156,connect,ended,-5.0,
17157,mobile,ended,,0.0
17158,mobile,ended,-812.0,
17159,mobile,ended,113.0,
17160,mobile,ended,9.0,
17161,connect,ended,-163.0,
17162,connect,ended,-83.0,
17163,connect,ended,-97.0,90.0
17164,mobile,canceled,,
17165,mobile,canceled,,
17166,mobile,ended,-26.0,
17167,mobile,ended,921.0,
17168,connect,ended,-289.0,
17169,mobile,ended,-36.0,270.0
17170,connect,ended,-149.0,
17171,mobile,ended,,
17172,mobile,canceled,,
17173,mobile,ended,20.0,
17174,mobile,ended,-46.0,
17175,connect,canceled,,
17176,mobile,canceled,,
17177,mobile,ended,,
17178,mobile,ended,42.0,
17179,mobile,ended,-4.0,
17180,mobile,ended,51.0,
17181,mobile,ended,263.0,
17182,connect,ended,-31.0,
17183,mobile,canceled,,
17184,mobile,ended,83.0,
17185,mobile,ended,19.0,
17186,mobile,ended,-25.0,
17187,mobile,ended,65.0,
17188,mobile,ended,-54.0,
17189,mobile,ended,-53.0,
17190,mobile,ended,2.0,
17191,mobile,ended,2.0,
17192,mobile,ended,-209.0,90.0
17193,mobile,ended,31.0,150.0
17194,mobile,canceled,,
17195,connect,ended,13.0,
17196,mobile,ended,65.0,
17197,mobile,ended,82.0,
17198,mobile,ended,60.0,
17199,mobile,ended,-8.0,
17200,mobile,ended,-61.0,
17201,mobile,ended,-73.0,
17202,mobile,canceled,,330.0
17203,mobile,ended,,
17204,connect,canceled,,
17205,connect,ended,2.0,
17206,connect,canceled,,
17207,mobile,ended,48.0,660.0
17208,mobile,ended,54.0,
17209,mobile,ended,3.0,
17210,connect,ended,-137.0,
17211,mobile,ended,5.0,
17212,mobile,ended,-12.0,
17213,mobile,canceled,,
17214,connect,canceled,,
17215,mobile,ended,149.0,
17216,mobile,ended,19.0,
17217,mobile,ended,-62.0,
17218,connect,canceled,,
17219,mobile,ended,38.0,
17220,mobile,ended,7.0,
17221,mobile,ended,237.0,
17222,mobile,ended,-93.0,
17223,mobile,ended,17.0,
17224,mobile,canceled,,
17225,mobile,canceled,,
17226,mobile,ended,82.0,
17227,mobile,canceled,,
17228,mobile,ended,7.0,
17229,mobile,canceled,,
17230,mobile,ended,-2.0,
17231,connect,canceled,,60.0
17232,mobile,canceled,,
17233,mobile,ended,46.0,
17234,mobile,ended,-31.0,60.0
17235,mobile,ended,124.0,
17236,connect,ended,-252.0,
17237,mobile,ended,-95.0,
17239,connect,ended,-40.0,600.0
17240,mobile,ended,,
17241,connect,ended,18.0,60.0
17242,mobile,ended,-1.0,
17243,mobile,ended,,
17244,mobile,ended,-28.0,600.0
17245,mobile,ended,,
17246,mobile,ended,86.0,
17247,mobile,ended,74.0,
17248,mobile,ended,193.0,
17249,connect,ended,144.0,
17250,mobile,ended,27.0,
17251,mobile,ended,71.0,
17252,mobile,ended,29.0,
17253,mobile,ended,9.0,
17254,connect,ended,-75.0,
17255,mobile,ended,13.0,
17256,connect,ended,6.0,
17257,mobile,ended,-126.0,
17258,mobile,ended,363.0,120.0
17259,mobile,ended,265.0,
17260,mobile,ended,-24.0,
17261,mobile,ended,17.0,
17262,mobile,ended,-18.0,
17263,mobile,canceled,,
17264,mobile,ended,68.0,
17265,connect,ended,,
17266,mobile,ended,114.0,
17267,mobile,ended,73.0,
17268,mobile,ended,116.0,
17269,mobile,ended,-96.0,
17270,mobile,ended,-661.0,
17271,mobile,canceled,,
17272,mobile,canceled,,
17273,mobile,ended,75.0,
17274,mobile,canceled,,
17275,mobile,ended,,
17276,mobile,ended,12.0,
17277,mobile,ended,-58.0,
17278,mobile,ended,-48.0,
17279,mobile,ended,5.0,0.0
17280,mobile,canceled,,
17281,mobile,ended,113.0,
17282,mobile,ended,,
17283,mobile,ended,74.0,
17284,mobile,ended,-52.0,
17285,mobile,ended,16.0,
17286,mobile,ended,-626.0,
17287,mobile,ended,7.0,
17288,mobile,ended,4.0,
17289,mobile,ended,-23.0,
17290,mobile,canceled,,
17291,mobile,ended,100.0,
17292,mobile,ended,-3.0,
17293,connect,ended,41.0,630.0
17294,connect,ended,-119.0,
17295,mobile,canceled,,
17296,mobile,ended,-18.0,
17297,mobile,canceled,,
17298,mobile,ended,152.0,
17299,mobile,ended,220.0,
17300,connect,ended,7.0,
17301,mobile,ended,4.0,
17302,mobile,ended,69.0,
17303,mobile,ended,,
17304,mobile,ended,419.0,
17305,mobile,canceled,,
17306,mobile,ended,109.0,
17307,mobile,canceled,,
17308,mobile,ended,-107.0,
17309,connect,ended,236.0,
17310,mobile,ended,-36.0,
17311,connect,ended,-57.0,
17312,connect,ended,2.0,
17313,mobile,ended,-166.0,
17314,mobile,ended,24.0,
17315,mobile,ended,32.0,
17316,mobile,canceled,,
17317,mobile,ended,,
17318,connect,ended,133.0,0.0
17319,mobile,ended,0.0,
17320,mobile,ended,-35.0,
17321,mobile,ended,35.0,
17322,mobile,ended,-56.0,
17323,mobile,ended,,
17324,connect,ended,0.0,
17325,mobile,ended,88.0,
17326,mobile,canceled,,
17327,mobile,canceled,,
17328,mobile,ended,-11.0,
17329,mobile,ended,55.0,
17330,mobile,ended,,
17331,mobile,ended,26.0,
17332,mobile,canceled,,
17333,mobile,ended,-24.0,
17334,mobile,ended,93.0,
17335,mobile,ended,24.0,
17336,mobile,ended,-272.0,
17337,mobile,ended,171.0,
17338,connect,ended,0.0,
17339,mobile,canceled,,
17340,connect,ended,137.0,
17341,mobile,canceled,,
17342,mobile,ended,25.0,60.0
17343,connect,ended,-1.0,
17344,mobile,ended,269.0,
17345,mobile,canceled,,
17346,mobile,ended,89.0,
17347,mobile,ended,-21.0,
17348,connect,ended,-47.0,
17349,mobile,ended,48.0,720.0
17350,connect,ended,-22.0,
17351,mobile,ended,-1080.0,
17352,connect,ended,170.0,
17353,mobile,ended,-16.0,
17354,mobile,ended,121.0,
17355,mobile,canceled,,
17356,mobile,ended,,
17357,mobile,ended,-83.0,
17358,connect,ended,35.0,
17359,mobile,ended,67.0,
17360,mobile,ended,-133.0,
17361,mobile,ended,44.0,
17362,mobile,ended,84.0,
17363,mobile,canceled,,420.0
17364,connect,ended,-208.0,
17365,mobile,canceled,,
17366,mobile,canceled,,
17367,mobile,ended,33.0,
17368,mobile,ended,177.0,
17369,mobile,ended,-340.0,
17370,mobile,ended,,
17371,mobile,ended,8.0,
17372,mobile,ended,-68.0,
17373,mobile,ended,26.0,
17374,mobile,ended,220.0,
17375,connect,ended,205.0,420.0
17376,mobile,ended,110.0,
17377,connect,canceled,,
17378,mobile,ended,479.0,
17379,connect,ended,110.0,0.0
17380,mobile,ended,41.0,
17381,mobile,ended,-237.0,
17382,mobile,ended,,
17383,mobile,ended,-1.0,
17384,mobile,ended,52.0,
17385,mobile,ended,,
17386,mobile,ended,71.0,
17387,connect,ended,34.0,
17388,mobile,ended,26.0,
17389,mobile,ended,82.0,
17390,connect,ended,-2.0,
17391,mobile,ended,17.0,
17392,mobile,ended,-5.0,
17393,mobile,ended,107.0,
17394,mobile,ended,-35.0,
17395,mobile,canceled,,
17396,connect,canceled,,
17397,mobile,ended,-29.0,
17398,connect,ended,-4.0,
17399,mobile,canceled,,
17400,connect,canceled,,
17401,connect,ended,-1378.0,
17402,mobile,ended,-27.0,
17403,mobile,ended,-93.0,
17404,mobile,ended,-49.0,
17405,mobile,ended,242.0,
17406,mobile,ended,,
17407,mobile,ended,35.0,690.0
17408,connect,ended,-151.0,
17409,mobile,ended,-23.0,
17410,mobile,ended,80.0,120.0
17411,connect,ended,-148.0,
17412,connect,ended,-244.0,
17413,connect,ended,101.0,
17414,mobile,ended,395.0,
17415,mobile,ended,,
17416,mobile,canceled,,
17417,connect,ended,9.0,
17418,mobile,ended,,
17419,mobile,ended,103.0,
17420,mobile,ended,1398.0,
17421,mobile,ended,-31.0,
17422,connect,canceled,,
17423,connect,canceled,,
17424,mobile,canceled,,
17425,mobile,ended,264.0,
17426,mobile,ended,35.0,210.0
17427,mobile,ended,19.0,
17428,connect,ended,-80.0,
17429,mobile,ended,,
17430,mobile,canceled,,
17431,mobile,ended,,
17432,mobile,ended,5.0,300.0
17433,connect,ended,0.0,
17434,mobile,ended,-56.0,
17435,connect,ended,-3.0,
17436,connect,ended,-26.0,
17437,mobile,ended,801.0,
17438,connect,canceled,,
17440,mobile,ended,,
17441,mobile,ended,44.0,480.0
17442,mobile,ended,38.0,
17443,mobile,ended,83.0,
17444,mobile,ended,,
17445,mobile,ended,13.0,
17446,connect,ended,27.0,
17447,connect,ended,-71.0,
17448,mobile,ended,,
17449,mobile,ended,103.0,
17450,mobile,ended,-5.0,
17451,connect,ended,29.0,
17452,mobile,ended,,
17453,mobile,ended,-108.0,
17454,mobile,ended,-27.0,
17455,mobile,ended,26.0,
17456,mobile,ended,24.0,
17457,connect,ended,-26.0,
17458,mobile,ended,,
17459,mobile,ended,127.0,
17460,mobile,ended,-2.0,
17461,mobile,ended,23.0,
17462,mobile,canceled,,
17463,connect,ended,-264.0,
17464,mobile,ended,157.0,
17466,connect,ended,,
17467,mobile,canceled,,
17468,mobile,ended,82.0,
17469,mobile,ended,-16.0,
17470,mobile,ended,6.0,
17471,connect,ended,-153.0,
17472,connect,ended,2.0,
17473,connect,ended,-11.0,
17474,connect,ended,-112.0,
17475,mobile,canceled,,
17476,mobile,ended,163.0,
17477,mobile,ended,6.0,
17478,connect,ended,-44.0,
17479,mobile,ended,-1.0,
17480,connect,ended,-236.0,
17481,connect,ended,133.0,
17482,mobile,ended,,
17483,connect,ended,249.0,
17484,mobile,ended,64.0,
17485,mobile,ended,-178.0,
17486,mobile,ended,12.0,
17487,mobile,ended,21.0,
17488,connect,ended,-194.0,630.0
17489,mobile,ended,-599.0,
17490,mobile,ended,38.0,
17491,connect,canceled,,60.0
17492,mobile,ended,-61.0,
17493,mobile,ended,1395.0,
17494,connect,ended,-439.0,
17495,mobile,ended,120.0,
17496,mobile,ended,-44.0,
17497,mobile,ended,771.0,
17498,mobile,ended,,
17499,mobile,ended,-12.0,
17500,connect,ended,-848.0,
17501,mobile,ended,,120.0
17502,mobile,canceled,,
17503,mobile,ended,22.0,
17504,mobile,ended,-5.0,
17505,mobile,canceled,,
17506,mobile,ended,-12.0,
17507,connect,ended,-10.0,420.0
17508,connect,ended,-134.0,720.0
17509,mobile,ended,,
17510,connect,canceled,,180.0
17511,mobile,ended,49.0,
17512,mobile,ended,28.0,
17513,mobile,canceled,,
17514,mobile,ended,98.0,
17515,mobile,ended,13.0,
17516,mobile,ended,8.0,
17517,mobile,ended,-124.0,
17518,mobile,ended,-10.0,
17519,mobile,ended,-11.0,
17520,mobile,ended,19.0,
17521,connect,ended,-24.0,
17522,mobile,ended,58.0,
17523,mobile,ended,17.0,
17524,mobile,ended,-592.0,
17525,mobile,ended,1.0,
17526,connect,ended,12.0,
17527,mobile,ended,,
17528,mobile,ended,,
17529,mobile,ended,-2.0,
17530,mobile,ended,-40.0,60.0
17531,mobile,ended,-151.0,
17532,mobile,ended,13.0,150.0
17533,mobile,ended,925.0,
17534,mobile,ended,20.0,
17535,mobile,ended,31.0,
17536,connect,ended,-45.0,
17537,mobile,ended,382.0,
17538,mobile,ended,-91.0,
17539,mobile,ended,60.0,
17540,mobile,ended,355.0,
17541,connect,ended,-38.0,
17542,connect,ended,96.0,
17543,mobile,ended,85.0,
17544,mobile,ended,-129.0,
17545,mobile,ended,-9.0,
17546,mobile,ended,-117.0,
17547,mobile,canceled,,
17548,connect,ended,9.0,
17549,mobile,canceled,,
17550,mobile,canceled,,
17551,mobile,ended,417.0,
17552,mobile,ended,-7.0,
17553,mobile,canceled,,
17554,mobile,ended,5.0,
17555,mobile,ended,0.0,
17556,mobile,canceled,,
17557,mobile,ended,,
17558,mobile,ended,-10.0,60.0
17559,mobile,ended,-4.0,
17560,connect,ended,18.0,
17561,mobile,ended,26.0,
17562,mobile,ended,-25.0,
17563,mobile,ended,-131.0,
17564,mobile,ended,72.0,
17565,mobile,ended,,
17566,mobile,ended,60.0,
17567,mobile,ended,2.0,
17568,mobile,ended,17.0,
17569,connect,canceled,,
17570,mobile,ended,4.0,
17571,mobile,ended,150.0,
17572,connect,ended,52.0,
17573,mobile,ended,3.0,
17574,mobile,ended,218.0,210.0
17575,mobile,ended,,
17576,mobile,canceled,,
17577,mobile,ended,11.0,
17578,mobile,ended,8.0,
17579,mobile,ended,268.0,
17580,connect,ended,-47.0,
17581,mobile,ended,-274.0,
17582,mobile,ended,-33.0,
17583,mobile,ended,-6.0,
17584,mobile,ended,,
17585,mobile,ended,,
17586,mobile,ended,-28.0,
17587,mobile,ended,,
17588,mobile,ended,,
17589,mobile,ended,61.0,
17590,mobile,ended,2.0,
17591,connect,ended,37.0,420.0
