hotel_name,url,score,description,address,latitude,longitude,cities
Hôtel Le Médiéval,/hotel/fr/le-medieval.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=c9e6ed40daf9d01c4a50a13ddcccbbfa&breadcrumb=hotel&srpvid=308542a1429c0093&,8.6,"L'Hôtel Le Médiéval est situé sur les rives du canal d'Aigues-Mortes, à 30 km de Montpellier. Il propose des chambres pourvues d'une salle de bains privative, d'un parking gratuit et d'une piscine extérieure.L'Hôtel Le Médiéval propose chaque jour un petit-déjeuner buffet continental qui peut être dégusté sur la terrasse quand le temps le permet. Une connexion Wi-Fi est disponible gratuitement dans les parties communes.Un parking privé gratuit est disponible sur place. Une promenade de 2 minutes vous mènera aux remparts médiévaux.","221 Avenue Du Pont De Provence, 30220 Aigues-Mortes, France",43.57186625,4.19366169,  Aigues-Mortes
Maison des Croisades,/hotel/fr/des-croisades.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=e461cdd1fdd29c1f5d195067629872b0&breadcrumb=hotel&srpvid=308542a1429c0093&,8.8,"Située à Aigues-Mortes, la Maison des Croisades propose un service de location de vélos et un jardin. Il dispose d'une connexion Wi-Fi gratuite et d'une terrasse. Vous pourrez profiter d'une vue sur le canal et le jardin. La plage du Grau-du-Roi se trouve à 10 minutes en voiture.Toutes les chambres de la Maison des Croisades sont équipées d'une télévision à écran plat, de la climatisation et d'une armoire.La Maison des Croisades sert un petit-déjeuner buffet.La Maison des Croisades se trouve à 33 km de Montpellier et à 44 km de Nîmes. L'aéroport de Montpellier-Méditerranée est à 24 km.","2 RUE DU PORT, 30220 Aigues-Mortes, France",43.5689974,4.1882982,  Aigues-Mortes
Résidence Odalys Le Mas des Flamants,/hotel/fr/residence-le-mas-des-flamants.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=688ef938e36dbe5e7c859f7fb04dd3d3&breadcrumb=hotel&srpvid=308542a1429c0093&,8.1,"Située à l'extérieur des fortifications d'Aigues-Mortes, sur les rives du Vidourle, la Résidence Odalys Le Mas des Flamants possède une piscine et des pataugeoires. Vous pourrez également vous rendre à la plage du Grau-du-Roi, à 7 km.Occupant de petites maisons mitoyennes, les appartements de la Résidence Odalys Le Mas des Flamants comportent une terrasse ou un jardin privés. Une télévision et une connexion Wi-Fi sont disponibles moyennant des frais supplémentaires.Vous pourrez préparer vos repas dans la kitchenette de votre hébergement et les déguster dans le petit coin repas. Les kitchenettes sont équipées de plaques de cuisson, d'un micro-ondes et d'un lave-vaisselle.Une place de stationnement gratuite est disponible pour chaque appartement, et une laverie est également à votre disposition sur place. La Résidence Odalys Le Mas des Flamants est à 5 minutes de marche du centre-ville, et vous pourrez vous détendre sur la plage de Port-Camargue, située à 7 km.","60 Chemin de Trouche, 30220 Aigues-Mortes, France",43.57379435,4.18062186,  Aigues-Mortes
Hôtel Saint Louis,/hotel/fr/saint-louis-aigues-mortes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=fae9403f0398a6e9d08931ecaeae004b&breadcrumb=hotel&srpvid=308542a1429c0093&,8.4,"Situé dans le cœur historique d'Aigues-Mortes, à 200 mètres de la Tour de Constance, l'Hôtel Saint Louis est un hôtel climatisé doté d'un centre de bien-être et d'un restaurant. Une connexion Wi-Fi et des places de stationnement publiques sont disponibles gratuitement sur place.Affichant une décoration contemporaine inspirée de la région, toutes les chambres sont équipées d'une télévision à écran plat, d'un minibar et d'un téléphone. Toutes les chambres comprennent une salle de bains privative. En été, vous pourrez prendre un verre dans le patio ou sur la terrasse bien exposée. Le restaurant sur place présente une décoration de style baroque et propose une cuisine camarguaise moderne préparée avec des produits locaux et des sièges en plein air.L'Hôtel Saint Louis se trouve à 43 km de Nîmes et à 49 km d'Arles. L'aéroport de Montpellier-Méditerranée est à 26 km. Un centre de bien-être avec sauna et des massages sont également disponibles sur demande.","10, Rue Amiral Courbet, 30220 Aigues-Mortes, France",43.56721967,4.1893436,  Aigues-Mortes
Hotel Canal Aigues Mortes,/hotel/fr/canal-aigues-mortes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=e37037336b3ae9ab35f38d8971b02c86&breadcrumb=hotel&srpvid=308542a1429c0093&,8.5,"L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. Cet établissement propose des chambres climatisées avec une connexion Wi-Fi gratuite. Un parking gratuit est disponible. Un parking couvert est accessible moyennant des frais supplémentaires ou gratuitement pour les motos.Toutes les chambres de cet hôtel 3 étoiles sont insonorisées. Elles comprennent une télévision à écran plat avec des chaînes nationales et internationales.Pendant les mois les plus chauds, vous dégusterez le petit-déjeuner buffet sur la terrasse. En été, vous aurez également la possibilité de prendre des collations ou des repas légers au bord du canal.Un service de location de vélos est assuré sur place. L’établissement compte par ailleurs une salle de séminaire pour les réunions.L’hôtel Canal Aigues Mortes est placé à 10 minutes de route de la plage de Grau-du-Roi et à 20 minutes en voiture de l’aéroport de Montpellier-Méditerranée. La gare d'Aigues-Mortes est à 4 minutes de marche. Montpellier, Arles et Nîmes peuvent être atteints à moins de 45 minutes de route.","440 Route De Nimes, 30220 Aigues-Mortes, France",43.57298752,4.1948247,  Aigues-Mortes
La Villa Mazarin,/hotel/fr/la-villa-mazarin.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=fa2b43e92aa6bbd5f1aa1900d4360ac8&breadcrumb=hotel&srpvid=308542a1429c0093&,9.2,"La Villa Mazarin est construite dans un bâtiment datant du XVème siècle situé dans la ville fortifiée d'Aigues-Mortes et propose une terrasse ainsi qu'un bar. Vous bénéficierez gracieusement d'une connexion Wi-Fi disponible dans l'ensemble de l'établissement.Les chambres climatisées possèdent le chauffage, une télévision par satellite, un téléphone, un réfrigérateur et du mobilier de style provençal du XVIIème siècle.Le Salon Mazarin est le restaurant de l'hôtel où vous dégusterez des spécialités culinaires françaises ou une sélection de repas légers et de collations. Le salon s'ouvre sur la cour et sur une terrasse bien exposée.Montpellier est à 26 km et Nîmes à 32 km. L'aéroport le plus proche est celui de Montpellier-Méditerranée situé à 19 km.","35 boulevard Gambetta, 30220 Aigues-Mortes, France",43.56498662,4.19175196,  Aigues-Mortes
La Maison de Lyna,/hotel/fr/la-maison-de-lyna.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=390f51e571776ce16f5c17e4d24e269d&breadcrumb=hotel&srpvid=308542a1429c0093&,9.1,"La Maison de Lyna propose un hébergement climatisé à Aigues-Mortes, à 24 km de la salle omnisports Montpellier Arena, du parc des expositions de Montpellier et du Zénith Sud Montpellier. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement.Les logements comprennent un coin salon avec une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'un sèche-cheveux, d'articles de toilette gratuits et d'une douche. Vous disposerez d'un réfrigérateur, d'une machine à café et d'une bouilloire.Vous séjournerez à 29 km du centre commercial Odysseum et de l'hôtel de ville de Montpellier. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 29 km.","22 Boulevard Gambetta, 30220 Aigues-Mortes, France",43.5660175,4.1923532,  Aigues-Mortes
Hôtel des Reignaux,/hotel/fr/kyriad-lille-centre-gares.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=df16ef6854c1e94214ea1dd841d22b6d&breadcrumb=hotel&srpvid=38c4429a5356027b&,6.3,"Le Hôtel des Reignaux est idéalement situé dans le centre de Lille, à proximité du centre des congrès, de la gare et de la vieille ville.Les chambres sont modestes mais disposent de tout ce dont vous pourriez avoir besoin pour un moment de détente ou une escale. Elles sont équipées d'une télévision par satellite à écran plat, d'une connexion Wi-Fi et d'un plateau/bouilloire.Le petit-déjeuner est servi tous les matins sur place. Le soir, vous pourrez vous détendre avec un verre au bar de l'hôtel.Grâce à son emplacement central, le Kyriad bénéficie d'une situation privilégiée pour explorer la ville et au-delà. Vous séjournerez à proximité de la place principale et de la zone piétonne avec ses boutiques et restaurants.En outre, l’hôtel est idéalement situé pour permettre un accès facile au terminal Eurostar et au zénith.","21 Place Des Reignaux, Centre de Lille, 59800 Lille, France",50.63723178,3.0685544,  Lille
ibis Lille Centre Grand Palais,/hotel/fr/ibis-lille-centre-grand-palais.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=e487383340d49b0c2e60b2e79a9eb9e4&breadcrumb=hotel&srpvid=38c4429a5356027b&,8.2,"L'ibis Lille Centre Grand Palais est situé à Lille, à moins de 300 mètres de la station de métro Mairie de Lille et à 550 mètres du centre de conventions Lille Grand Palais. Il propose une connexion Wi-Fi gratuite et une réception ouverte 24h/24.Affichant un intérieur moderne, toutes les chambres comprennent un bureau et une salle de bains privative.Chaque matin, vous savourerez un petit-déjeuner buffet composé de mets sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des horaires du buffet, un petit-déjeuner plus léger est disponible à partir de 4h00. Par ailleurs, vous pourrez prendre un verre et déguster une collation au bar sur place.Vous séjournerez à 400 mètres du Zénith de Lille et à 1,5 km du centre de conventions Nouveau Siècle. Enfin, l'ibis Lille Centre Grand Palais se trouve à 7 km de l'aéroport de Lille-Lesquin et à 9 km du stade Pierre Mauroy.","3 rue des Moulins de Garance, Centre de Lille, 59000 Lille, France",50.63319849,3.07447681,  Lille
Hotel De Londres,/hotel/fr/de-londres-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=96dbbea07b3ff2f16e8b985e73ec0b79&breadcrumb=hotel&srpvid=38c4429a5356027b&,5.8,"Situé à seulement 100 mètres de la gare TGV de Lille-Flandres et à 450 mètres de la gare de Lille-Europe, l'Hotel de Londres dispose d'une réception ouverte 24h / 24 et de chambres dotées d'une connexion Wi-Fi gratuite. Vous séjournerez également à 350 mètres du centre commercial Euralille, tandis que le Grand Palais Lille et le centre de conventions Nouveau Siècle vous attendent à 800 mètres de l'Hotel De Londres.Présentant une décoration sobre, toutes les chambres de l'Hotel De Londres comprennent une télévision par satellite à écran plat, un bureau et un téléphone. Leur salle de bains privative est pourvue d'une douche.Le matin, vous pourrez commander votre petit-déjeuner. Concernant les autres repas, vous trouverez plusieurs établissements où vous restaurer dans les environs. L'hôtel comporte également une bagagerie et un ascenseur dans l'immeuble.L'établissement est installé à 950 mètres du centre des congrès et à 2,9 km de l'autoroute A25. Enfin, vous rejoindrez en 10 minutes en voiture le GL Events Exhibitions, la salle de concert du Zénith et le quartier du Vieux Lille.","16 Place De La gare, Centre de Lille, 59000 Lille, France",50.63632592,3.06916058,  Lille
A & V Appart'hôtel,/hotel/fr/a-amp-v-appart-39.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=b3e035a497b8c3b76b55ef7c7d5abd43&breadcrumb=hotel&srpvid=38c4429a5356027b&,8.5,"Situé à Lille, à 1,7 km du zoo et à 1,4 km du grand magasin Printemps, l'A & V Appart'hôtel offre une vue sur le jardin et propose une connexion Wi-Fi gratuite.Certains logements comprennent une télévision par câble à écran plat, une cuisine entièrement équipée avec lave-vaisselle ainsi qu'une salle de bains privative pourvue d'une baignoire ou d'une douche et d'un sèche-cheveux.Vous séjournerez à proximité de la maison Coilliot, de l'Hospice Gantois et de l'opéra de Lille. L'aéroport de Lille, le plus proche, est implanté à 10 km.","71 Rue du Port, Wazemmes, 59800 Lille, France",50.62990912,3.04850888,  Lille
Campanile Lille Sud - CHR,/hotel/fr/campanile-lille-sud-chr-xml.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=db06437bb76f1e278a371fca1322991c&breadcrumb=hotel&srpvid=38c4429a5356027b&,7.2,"Situé à Lille, à seulement 100 mètres de la sortie 4 de l’autoroute A25 et à 8 km du stade Pierre-Mauroy, le Campanile Lille Sud - CHR propose un restaurant, un jardin et des installations d’affaires, dont une salle de réunion accessible moyennant des frais supplémentaires. Le complexe Lille Grand Palais et le Zénith sont à 4 km.Toutes les chambres comprennent une armoire, un plateau/bouilloire et une télévision par câble à écran plat. Leur salle de bains privative est pourvue d’une baignoire ou d’une douche.Le Campanile Lille Sud - CHR sert un petit-déjeuner buffet tous les matins. Vous pourrez également dîner au restaurant de l'hôtel.La connexion Wi-Fi est gratuite dans l’ensemble des locaux et vous aurez accès à un parking privé payant sur place. La station de métro CHRU - Oscar Lambret se trouve à 250 mètres et le parc zoologique de Lille est à 3,5 km. L’aéroport de Lille-Lesquin est implanté à 10 km.","Rue Jean Charles Borda, Faubourg de Béthune, 59000 Lille, France",50.615461,3.03730352,  Lille
DOMITYS Le Piano,/hotel/fr/domitys-le-piano.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=b38a9a5971bc9c60efb61c2a8013bf41&breadcrumb=hotel&srpvid=38c4429a5356027b&,8.5,"Situé à Lille, dans la région Nord, à proximité du Zénith de Lille et du Lille Grand Palais, le DOMITYS Le Piano propose un hébergement avec accès à un sauna. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux et d'un parking privé sur place.Cet appart'hôtel comprend un balcon, un coin salon, une télévision par satellite à écran plat, une cuisine entièrement équipée avec un micro-ondes et un grille-pain, ainsi qu'une salle de bains privative avec une douche à l'italienne et un sèche-cheveux. Un réfrigérateur, des plaques de cuisson, des ustensiles de cuisine, une machine à café et une bouilloire sont également fournis.Un petit-déjeuner continental est servi tous les matins sur place.Vous pourrez également vous détendre dans le jardin, au bord de la piscine intérieure ou sur la terrasse bien exposée.Vous séjournerez à 2,3 km de la gare de Lille-Europe et à 2,4 km de l'Aéronef. L'aéroport de Lille, le plus proche, est implanté à 8 km.","Rue Adèle Duriez, Fives, 59800 Lille, France",50.62855342,3.09527734,  Lille
ibis Lille Centre Grand Place,/hotel/fr/ibis-lille-opera.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=57a883632a22276fa7c68925018b11e7&breadcrumb=hotel&srpvid=38c4429a5356027b&,7.3,"L'hôtel ibis Lille Centre Grand Place est situé au cœur de la vieille ville de Lille, à seulement 200 mètres de la cathédrale de la Treille et à 1 km du palais des beaux-arts. Doté d'une réception ouverte 24h/24, il propose des chambres avec vue sur la ville.Les chambres de l'hôtel ibis Lille Centre Grand Place bénéficient d'une connexion Wi-Fi gratuite et d'une télévision par câble à écran plat. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits.Un petit-déjeuner buffet, composé de plats sucrés et salés, comme des œufs, de la salade de fruits, des yaourts et des jus, est servi chaque matin. Des viennoiseries cuites sur place, des madeleines fraîches, des boissons chaudes ainsi qu'un fruit à emporter sont aussi proposés. En dehors des heures régulières, un petit-déjeuner plus léger est servi à partir de 4h00. Des journaux peuvent être téléchargés gratuitement à l'hôtel.Le complexe Lille Grand Palais se trouve à 1,3 km de l'établissement, tandis que le centre de conventions Nouveau Siècle est accessible à 300 mètres. La gare ferroviaire de Lille-Flandres est située à 600 mètres et celle de Lille-Europe à 1 km.","21, rue Lepelletier, Vieux-Lille, 59000 Lille, France",50.63833665,3.06302972,  Lille
B&B HOTEL Lille Centre Grand Palais,/hotel/fr/b-b-lille-centre-grand-palais.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=bbdfc27b7b36497648f650418f07b25d&breadcrumb=hotel&srpvid=38c4429a5356027b&,7.8,"Le B&B HOTEL Lille Centre Grand Palais est situé à 5 minutes de marche de la station de métro Lille Grand Palais. L’établissement propose des chambres insonorisées avec une salle de bains privative, une télévision par satellite à écran plat et une connexion Wi-Fi gratuite illimitée. Sa réception est ouverte 24h/24.Un petit-déjeuner buffet est servi chaque matin au B&B Lille Centre Grand Palais.Le B&B Lille Centre se trouve à 600 mètres du complexe Lille Grand Palais. Un parking souterrain privé payant est accessible sous réserve de disponibilité et sur réservation à l'hôtel.","rue Berthe Morisot, Centre de Lille, 59000 Lille, France",50.6281375,3.08142364,  Lille
