hotel_name,url,score,description,address,latitude,longitude,cities
Hôtel Alizéa,/hotel/fr/alizea.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=3a9fdfe58cc6923054acfe22f8549c45&breadcrumb=hotel&srpvid=100a44b50ef5003e&,6.4,"Situé à 20 minutes à pied du vieux port de La Rochelle, à 1 km de la mer et à 500 mètres du stade de rugby Rochelais Marcel Deflandre.Les 5 chambres donnent accès à 2 toilettes et 2 douches communes. Chaque chambre dispose d'un lavabo, d'une télévision et d'une connexion Wi-Fi gratuite.L'appartement dispose d'une salle de bains privative, d'une télévision et d'une connexion Wi-Fi gratuite.La brasserie est ouverte du lundi au vendredi pour le déjeuner. Vous trouverez 3 boulangeries à moins de 500 mètres de l'hôtel.L'aquarium de La Rochelle est accessible en 15 minutes de route. La gare de La Rochelle se trouve à 6 km.","207 Avenue Jean Guiton, 17000 La Rochelle, France",46.1612226,-1.17579916,  La Rochelle
Hôtel Savary,/hotel/fr/savary.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=1b85ada71a9a1c20ab41f05e7a6dab0e&breadcrumb=hotel&srpvid=100a44b50ef5003e&,7.1,"Doté d'un jardin, d'une terrasse et d'un bar, l'Hôtel Savary est installé à La Rochelle, en Nouvelle-Aquitaine, à 15 minutes à pied du centre-ville historique et du port ainsi qu'à 400 mètres de la plage la plus proche.Tous les hébergements de l'Hôtel Savary sont munis d'une télévision à écran plat, d'un bureau et d'une salle de bains privative. Certains donnent sur un balcon. Vous profiterez gratuitement d'articles de toilette et d'une connexion Wi-Fi.Vous atteindrez le stade Marcel-Deflandre à 10 minutes à pied, le casino à 7 minutes de marche, l'île de Ré en 12 minutes de route et l'aéroport de La Rochelle-Île de Ré à 4 km.","2 rue Alsace Lorraine, 17000 La Rochelle, France",46.158,-1.170613,  La Rochelle
Hotel Inn Design La Rochelle,/hotel/fr/inn-design.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=2ac084b2dcb243b7c20cb6c97f2c2d4b&breadcrumb=hotel&srpvid=100a44b50ef5003e&,6.7,"Situé à La Rochelle, à 2,5 km du centre ville et à 15 minutes en voiture du Vieux-Port, l’Hotel Inn Design propose une réception ouverte 24h/24. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place.Les chambres de l’Hotel Inn Design sont pourvues d’une télévision à écran plat et d’un plateau de courtoisie. Les logements sont également dotés d’une salle de bains munie d’une baignoire, d’un sèche-cheveux et de toilettes privatives. Des chambres pour personnes à mobilité réduite sont aussi disponibles sur place.Le matin, vous pourrez déguster un petit-déjeuner buffet composé de boisson chaude, viennoiseries, jambon et fromage, yaourts, crêpes, gâteaux, fruits et jus.Le parc des expositions de La Rochelle se trouve à 5 km. L’établissement est accessible par l’autoroute A837, juste à côté. Vous rejoindrez la gare de La Rochelle en 7 minutes en voiture. L’aéroport est à 7 km.","2 rue Yvonne Salomon, 17000 La Rochelle, France",46.16975862,-1.12158448,  La Rochelle
"Hotel La Marine, Vieux Port",/hotel/fr/la-marine-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=490e81faac808b162d05b84374e377f0&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.2,"L'Hôtel La Marine est situé dans le centre-ville de La Rochelle, dans le quartier du Vieux-Port, en face des tours médiévales. Non-fumeurs, ses chambres disposent toutes d'une connexion Wi-Fi gratuite.Certaines jouissent d'une vue sur le port, tandis que d'autres donnent sur la cour intérieure fleurie. Toutes possèdent une télévision.Un petit-déjeuner vous sera servi tous les matins dans votre chambre.Les alentours de l'Hôtel La Marine abritent plusieurs restaurants et bars, ainsi que l'aquarium et le théâtre La Coursive. Une navette à destination des îles voisines (Oléron, Ré...) et de Fort Boyard s'arrête à 5 minutes à pied de l'établissement. Le parking sécurisé se trouve à 500 mètres.","30 Quai Duperre, 17000 La Rochelle, France",46.15815872,-1.15267055,  La Rochelle
Hôtel Kyriad La Rochelle Centre Ville,/hotel/fr/kyriad-la-rochelle-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=ea763e8383beb68ff9e2e0b0ac629af0&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.1,"L’Hôtel Kyriad La Rochelle Centre Ville, situé à seulement 1 km du vieux port et de la gare de La Rochelle, vous accueille dans un cadre moderne.L’Hôtel Kyriad La Rochelle Centre Ville propose 45 chambres entièrement équipées, dont 2 pour personnes à mobilité réduite. Les chambres disposent de tout le confort moderne et d’une télévision par satellite.Pour votre confort, l'Hôtel Kyriad La Rochelle Centre Ville vous fait profiter d’un parking fermé et d’une connexion Wi-Fi.Vous pourrez vous détendre dans le confort d'un hôtel 3 étoiles où tout est pensé pour un séjour d'affaires à la fois relaxant et satisfaisant."," 51 rue de Périgny, 17000 La Rochelle, France",46.15779643,-1.13831878,  La Rochelle
Novotel La Rochelle Centre,/hotel/fr/la-rochelle-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=f333d1b547a95c246f3b0b41f95f868b&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.3,Le Novotel La Rochelle Centre est situé à 10 minutes à pied de la vieille ville de La Rochelle. Cet établissement propose une piscine extérieure et des chambres insonorisées.Les chambres du Novotel La Rochelle Centre sont équipées de la climatisation et d'une connexion Wi-Fi gratuite. Elles possèdent toutes une télévision à écran plat.Le restaurant sur place sert une cuisine régionale. Vous profiterez également d'un café doté d'une terrasse avec un jardin. Vous pourrez par ailleurs vous détendre au bar de l'hôtel.Le Novotel La Rochelle Centre met gratuitement à votre disposition un parking privé. Cet établissement constitue le point de départ idéal pour découvrir la ville. Le vieux port se trouve à seulement 10 minutes de marche.,"Avenue de la Porte Neuve, 17000 La Rochelle, France",46.16143408,-1.15847558,  La Rochelle
Accostage Hôtel Plage de la Concurrence,/hotel/fr/accostage.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=62caa2af9603ba1265b1b639fc929c3c&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.2,"L'Accostage Hôtel Plage de la Concurrence est situé à 50 mètres du casino Barrière et à 100 mètres de la plage de La Concurrence et de la promenade du Mail. Vous pourrez louer des vélos sur place pour découvrir la ville. Il propose des chambres dotées d'une salle de bains privative, d'une télévision à écran LCD et d'une connexion Wi-Fi gratuite, ainsi qu'un salon commun avec des journaux gratuits. La gare de La Rochelle se trouve à 10 minutes en voiture.Chaque chambre insonorisée de l'Accostage Hôtel Plage de la Concurrence présente une décoration moderne et design. Elles sont équipées d'un téléphone et d'une salle de bains privative avec douche et sèche-cheveux. Certaines sont adaptées aux personnes à mobilité réduite.Des gâteaux faits maison, des pâtisseries françaises, des fromages, des yaourts, des fruits et différents types de pain sont servis pour le petit-déjeuner chaque matin. Le petit-déjeuner est gratuit pour les enfants de moins de 3 ans.L'aéroport de La Rochelle-Île de Ré est accessible en 15 minutes de route. Vous pourrez décharger vos bagages devant l'hôtel avant de trouver une place de parking à proximité.Le petit-déjeuner est gratuit pour les enfants de moins de 2 ans.","6, Avenue Coligny, 17000 La Rochelle, France",46.15712387,-1.16604209,  La Rochelle
greet Hotel La Rochelle Centre,/hotel/fr/greet-la-rochelle-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=e5ff283102c1d5df026812d06e3c9ca8&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.0,"Situé à La Rochelle, le Greet Hotel La Rochelle Centre propose une piscine extérieure ouverte en saison, un salon commun, une terrasse et un bar. Cet hôtel 3 étoiles propose une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et une bagagerie. Cet établissement non-fumeurs se trouve à 1,8 km de Concurrence.Les chambres climatisées comprennent un bureau, un coffre-fort, une télévision à écran plat et une salle de bains privative avec douche. Les logements comportent une armoire.Le Greet Hotel La Rochelle Centre sert un petit-déjeuner continental ou végétarien.Vous pourrez jouer au billard et au ping-pong sur place.Vous séjournerez à proximité de la gare, de l'Espace Encan et du parc des expositions de La Rochelle. L'aéroport de La Rochelle-Île de Ré, le plus proche, est à 6 km.","27 Rue de Périgny, 17000 La Rochelle, France",46.15759748,-1.14041457,  La Rochelle
ibis La Rochelle Vieux Port,/hotel/fr/ibis-la-rochelle-vieux-port.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=c231a8ba6b0cac5b94e37ade090280cd&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.1,"Situé dans le quartier du Vieux-Port, dans le centre-ville, l'ibis La Rochelle Vieux Port propose une connexion Wi-Fi gratuite dans l'ensemble des locaux, un bar, ainsi que des chambres adaptées aux personnes à mobilité réduite.Les chambres comprennent la climatisation, une télévision, ainsi qu'une salle de bains privative pourvue d'une douche et de toilettes.Tous les matins, vous savourerez un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des horaires habituels, un petit-déjeuner plus léger est servi à partir de 4h00.Enfin, l'ibis La Rochelle Vieux Port se trouve à 500 mètres de la gare de La Rochelle, à 5 km d'un court de tennis et à 15 km de l'île de Ré.","Place Du Commandant De La Motte Rouge, 17000 La Rochelle, France",46.1558294,-1.148558,  La Rochelle
B&B HOTEL La Rochelle Centre,/hotel/fr/b-amp-b-la-rochelle-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=1c6272a08aa8e36692cfbc435df328d7&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.1,"Situé dans le centre-ville de La Rochelle, à 500 mètres du parc des expositions, le B&B HOTEL La Rochelle Centre propose des chambres climatisées dotées d'une connexion Wi-Fi gratuite. Un parking privé et sécurisé est disponible sur place moyennant des frais supplémentaires.Ses chambres sont équipées d'une télévision à écran plat et d'une salle de bains privative pourvue d'une douche.La réception de l'établissement est ouverte 24h/24.Le B&B HOTEL La Rochelle Centre se trouve à 600 mètres de l'Espace Encan et à 800 mètres de la Grosse Horloge. Quant à l'aéroport de La Rochelle-Île de Ré, le plus proche, vous le rejoindrez à 4 km.","140 Boulevard Joffre, 17000 La Rochelle, France",46.15450177,-1.14467164,  La Rochelle
Hôtel Atlantic,/hotel/fr/atlantic-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=a69e1ac7bd72f1e7a2750a7a320ad22f&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.1,"L'Atlantic Hôtel se situe dans le centre de La Rochelle, à quelques pas de la plage et du cours des Dames et à 50 mètres du vieux port.L'établissement propose des chambres dotées de la télévision et d'une connexion Wi-Fi gratuite. La plupart donne sur le jardin.Le terminal des ferries rejoignant les îles de Ré, d'Oléron et d'Aix se trouve derrière l'Atlantic Hôtel. La gare SNCF est située à 15 minutes de marche.","23 Rue Verdière, 17000 La Rochelle, France",46.15727436,-1.15521938,  La Rochelle
Hotel Les Rosiers,/hotel/fr/lesrosiers.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=049b114e6cf9d9aba280e4b9fb063fa4&breadcrumb=hotel&srpvid=100a44b50ef5003e&,6.7,"Situé à La Rochelle, à moins de 2,9 km de la Concurrence, l'Hotel Les Rosiers propose un jardin, des chambres non-fumeurs, une connexion Wi-Fi gratuite dans l'ensemble de ses locaux et une terrasse. Cet hôtel 3 étoiles propose un service d'étage et une réception ouverte 24h/24. Un parking privé est disponible sur place.Toutes les chambres comprennent un bureau et une télévision à écran plat.Un petit-déjeuner continental est servi chaque matin.Vous séjournerez à proximité du musée d'histoire naturelle de La Rochelle, du jardin botanique et du bunker de La Rochelle. L'aéroport de La Rochelle-Île de Ré, le plus proche, est implanté à 6 km.","56 Boulevard André Sautel, 17000 La Rochelle, France",46.167557,-1.133687,  La Rochelle
Hôtel La Tour de Nesle La Rochelle Vieux Port,/hotel/fr/de-la-tour-de-nesle-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=eabaaa8284076ba0adabc239dd2a0fd7&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.3,"Situé face aux 2 tours de l'entrée du port de La Rochelle, l'Hôtel de la Tour de Nesle est un charmant établissement bénéficiant d'un emplacement idéal au cœur de la vieille ville.L'hôtel fournit une connexion Wi-Fi gratuite et propose des chambres confortables à la décoration simple et fonctionnelle. Certaines d'entre elles offrent une vue sur les célèbres tours médiévales de La Rochelle.Vous pourrez commencer la journée par un copieux petit-déjeuner servi dans la salle prévue à cet effet.La Tour de Nesle se trouve dans un quartier pittoresque regorgeant de restaurants, de boutiques et de cafés.","2, Quai Louis Durand, 17000 La Rochelle, France",46.15809741,-1.1503619,  La Rochelle
Un Hôtel En Ville,/hotel/fr/en-ville-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=887ead8a8237f42b22467658550a5389&breadcrumb=hotel&srpvid=100a44b50ef5003e&,9.0,Cet hôtel de caractère est situé au cœur du quartier historique du Vieux Port. Il propose un hébergement contemporain avec télévision à écran plat et terrasse donnant sur la Tour de la Lanterne.L'Hotel en Ville sert un petit-déjeuner buffet complet tous les matins. Vous trouverez de nombreux restaurants gastronomiques dans les environs.Les chambres sont toutes climatisées et insonorisées. Elles sont toutes équipées d'une salle de bains privative et d'un téléphone. Une connexion Wi-Fi est disponible gratuitement dans tout l'hôtel.L'hôtel se trouve à seulement 900 mètres de la gare TGV de La Rochelle et à 3 km de l'aéroport.,"20 Place Du Maréchal Foch, 17000 La Rochelle, France",46.15714245,-1.1563459,  La Rochelle
Mercure La Rochelle Vieux Port,/hotel/fr/la-rochelle-vieux-port-sud.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=c05c76980bbe01e507e7e5a05748a61b&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.3,"Entirely renovated, the Mercure La Rochelle Vieux-Port hotel welcomes you for business or leisure stays.To relax, our hotel in La Rochelle offers a swimming pool with a large terrace, a bar and a panoramic restaurant, the Gaée, with a view of the old port and the towers of La Rochelle.Here you can enjoy a tasty breakfast and discover an innovative menu that highlights the products of our maritime region, subtly combining fresh and local produce.Free Wi-Fi and private parking (at an additional cost) are available at the hotel and reception is open 24 hours a day. La Rochelle train station is a 2-minute walk away and the aquarium is just opposite the property.","Quai Louis Prunier, 17044 La Rochelle, France",46.15365316,-1.14965111,  La Rochelle
Kyriad La Rochelle Centre - Les Minimes,/hotel/fr/kyriad-la-rochelle-centre-les-minimes-xml.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=9f16dc72247f07f59181530b8d4adf61&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.0,"Situé à seulement 1 km de la gare de La Rochelle, l'hôtel Kyriad La Rochelle Centre - Les Minimes vous propose une réception ouverte 24h/24, une bagagerie et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Le port et la vieille ville se trouvent à 15 minutes de marche.Toutes les chambres climatisées de l'hôtel Kyriad La Rochelle Centre - Les Minimes comprennent une télévision par satellite à écran plat, une armoire, un bureau et un plateau/bouilloire. Leur salle de bains privative est pourvue d'un sèche-cheveux.Un petit-déjeuner buffet vous sera servi chaque matin au Kyriad La Rochelle Centre - Les Minimes. Vous trouverez également des restaurants traditionnels à quelques minutes de marche.L'hôtel Kyriad La Rochelle Centre - Les Minimes est installé à 8 minutes à pied de l'aquarium et à 30 minutes en voiture de l'Île de Ré. Enfin, vous pourrez profiter d'un ascenseur et de chambres non-fumeurs ainsi que d'un parking privé à proximité moyennant des frais supplémentaires.","Rue de la Scierie, 17000 La Rochelle, France",46.14630971,-1.1528939,  La Rochelle
ibis La Rochelle Centre Historique,/hotel/fr/ibis-la-rochelle-vieille-ville.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=86019455af05a188c5d09cdb896ea495&breadcrumb=hotel&srpvid=100a44b50ef5003e&,7.6,"Situé à 700 mètres de la gare de La Rochelle, l'ibis La Rochelle Vieille Ville propose une réception ouverte 24h/24 , un ascenseur et une connexion Wi-Fi gratuite dans l'ensemble des locaux.Les chambres non-fumeurs de cet hôtel ibis comprennent une télévision à écran plat, de la moquette et une armoire. Leur salle de bains privative est pourvue d'une douche et de toilettes.Chaque jour, vous savourerez un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines françaises fraîchement concoctées sont à votre disposition. Des boissons chaudes et des fruits à emporter sont également disponibles. En dehors des heures régulières de petit-déjeuner, vous pourrez également profiter d'un repas plus léger, disponible à partir de 4h00. Vous trouverez des restaurants et des brasseries à moins de 150 mètres de l'hôtel.Le centre-ville et l'aéroport de La Rochelle se trouvent respectivement à 500 mètres et 8 km de l'ibis La Rochelle Vieille Ville.","1 ter rue fleuriau, 17000 La Rochelle, France",46.1612519,-1.1504209,  La Rochelle
ibis Styles La Rochelle Centre,/hotel/fr/ibis-la-rochelle-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=3455021309d89f1f3fc475a89cfa35e3&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.2,"L’ibis Styles La Rochelle Centre est situé au cœur de La Rochelle, à 300 mètres de la plage de la Concurrence. L’établissement propose une réception ouverte 24h/24, un bar, un ascenseur et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.Les chambres climatisées de l’ibis Styles La Rochelle Centre disposent d’une télévision par satellite à écran plat. Les salles de bains privatives sont pourvues d’une baignoire ou d’une douche et d’articles de toilette gratuits.Le petit-déjeuner buffet servi tous les jours se compose de viennoiseries françaises fraîches, de café issu du commerce équitable et de jus de fruits. Des collations sont par ailleurs servies 24h/24.Des bateaux à destination de l'île d'Aix et de l'île de Ré vous attendent à 100 mètres de l'établissement. Un parking public est disponible à 400 mètres moyennant des frais supplémentaires.","4, rue Leonce Vieljeux  (accès voiture :  9 rue Chef de Ville), 17000 La Rochelle, France",46.1580159,-1.15397182,  La Rochelle
B&B HOTEL La Rochelle Centre Les Minimes,/hotel/fr/altica-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=848ef74219218432fcf818463fd1d577&breadcrumb=hotel&srpvid=100a44b50ef5003e&,7.8,"Cet établissement propose de nouvelles chambres.Le B&B HOTEL La Rochelle Centre Les Minimes vous accueille 24h/24 et 7j/7. Situé à 10 minutes à pied de la gare SNCF et du centre-ville, cet hôtel est doté d'un parking sécurisé.Cet établissement se trouve à proximité de plusieurs lieux d’intérêt, notamment à 400 mètres du Musée Maritime et à 800 mètres de l’Aquarium La Rochelle, où sont présentés plus de 12 000 animaux marins.","49, Rue de la Scierie Les Minimes, 17000 La Rochelle, France",46.14717566,-1.15272224,  La Rochelle
Le Champlain,/hotel/fr/best-western-champlain-france-angleterre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=65867705ec6a575fed322b5c5a589287&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.8,"L'hôtel Le Champlain est situé en face du parc Charruyer, au cœur de La Rochelle. Il propose des chambres spacieuses et climatisées avec télévision par câble à écran plat et connexion Wi-Fi gratuite.Toutes les chambres sont desservies par un ascenseur.Lors de votre séjour, vous pourrez profiter d'un service d'enregistrement rapide, d'une réception ouverte 24h/24, d'un jardin et d'un bar où vous trouverez une sélection de journaux internationaux.Vous séjournerez à seulement 5 minutes du Vieux-Port.","30, Rue Rambaud , 17000 La Rochelle, France",46.16357605,-1.1541599,  La Rochelle
Un Hotel sur le Port,/hotel/fr/hotelsurleport.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALrh5KnBsACAdICJDQxNmJlYzk3LTExZjgtNDk2YS1iMjMzLTA1NTE0YWEzMzkyZNgCBeACAQ&sid=daa96b9ce5ee6930c7914047ff76d210&breadcrumb=hotel&srpvid=100a44b50ef5003e&,8.1,"L’établissement Un Hotel sur le Port vous accueille en plein cœur du vieux port de La Rochelle, à 5 minutes de l’aquarium et de l’office de tourisme. L'hôtel est entièrement CLIMATISÉ. Chaque chambre comprend une salle de bains privative, une télévision à écran plat et une connexion Wi-Fi.Vous pourrez visiter la cathédrale de La Rochelle et le musée d’histoire d’Orbigny-Bernon, tous deux situés à 10 minutes à pied de l’hôtel. La gare de La Rochelle se trouve à seulement 300 mètres.L'Hotel sur le Port sert un petit-déjeuner buffet continental dans la salle prévue à cet effet. De nombreux restaurants et bars sont accessibles depuis l’hôtel en seulement quelques minutes à pied.","5 Rue De La Fabrique, 17000 La Rochelle, France",46.15612058,-1.1489135,  La Rochelle
